anomaly,attempt_number,away_score_before,back_to_back,clock,clutch,confidence,continuous_stint_seconds,cumulative_seconds_played,date,days_rest,description,event_id,event_index,game_id,home_score_before,interrupted,interruptions,made,opponent,period,period_label,player_attempt_number_game,player_id,player_name,position,previous_bench_rest_seconds,previous_result,review_before,score_margin_before,score_state,seconds_since_previous_ft,segment,sequence,stint_number,substitution_before,team_attempt_number_game,team_game_number,team_id,timeout_before,trip_id,trip_length,trip_type,venue,wallclock,workload_confidence
,1,24,False,2:20,False,high,58.0,353.0,2025-12-25,1,Jimmy Butler III makes free throw 1 of 2,401809240169,113,401809240,27,True,timeout;review/challenge,True,DAL,1,Q1,3,6430,Jimmy Butler III,1 of 2,227.0,,True,3,leading,,Regular Season,169,2,False,10,31,9,True,401809240-401809240169,2,shooting,home,2025-12-25T22:49:17Z,high
,2,24,False,2:20,False,high,58.0,353.0,2025-12-25,1,Jimmy Butler III misses free throw 2 of 2,401809240170,114,401809240,28,True,timeout;review/challenge,False,DAL,1,Q1,4,6430,Jimmy Butler III,2 of 2,227.0,made,True,4,leading,0,Regular Season,170,2,False,11,31,9,True,401809240-401809240169,2,shooting,home,2025-12-25T22:49:17Z,high
,1,40,False,7:05,False,high,122.0,515.0,2025-12-25,1,Moses Moody makes free throw 1 of 2,401809240268,184,401809240,46,False,,True,DAL,2,Q2,1,4432171,Moses Moody,1 of 2,500.0,,False,6,leading,,Regular Season,268,2,False,12,31,9,False,401809240-401809240268,2,shooting,home,2025-12-25T23:10:46Z,high
,2,40,False,7:05,False,high,122.0,515.0,2025-12-25,1,Moses Moody makes free throw 2 of 2,401809240283,192,401809240,47,False,,True,DAL,2,Q2,2,4432171,Moses Moody,2 of 2,500.0,made,False,7,leading,25,Regular Season,283,2,False,13,31,9,False,401809240-401809240268,2,shooting,home,2025-12-25T23:11:11Z,high
,1,69,False,6:47,False,high,386.0,1203.0,2025-12-25,1,Stephen Curry makes free throw 1 of 2,401809240430,298,401809240,79,False,,True,DAL,3,Q3,6,3975,Stephen Curry,1 of 2,352.0,,False,10,leading,,Regular Season,430,3,False,14,31,9,False,401809240-401809240430,2,shooting,home,2025-12-25T23:51:04Z,high
,2,69,False,6:47,False,high,386.0,1203.0,2025-12-25,1,Stephen Curry makes free throw 2 of 2,401809240433,300,401809240,80,False,,True,DAL,3,Q3,7,3975,Stephen Curry,2 of 2,352.0,made,False,11,leading,19,Regular Season,433,3,False,15,31,9,False,401809240-401809240430,2,shooting,home,2025-12-25T23:51:23Z,high
,1,80,False,3:26,False,high,246.0,1284.0,2025-12-25,1,Brandin Podziemski makes free throw 1 of 2,401809240471,324,401809240,92,False,,True,DAL,3,Q3,1,4709138,Brandin Podziemski,1 of 2,268.0,,False,12,leading,,Regular Season,471,3,False,16,31,9,False,401809240-401809240471,2,shooting,home,2025-12-25T23:57:04Z,high
,2,80,False,3:26,False,high,246.0,1284.0,2025-12-25,1,Brandin Podziemski makes free throw 2 of 2,401809240474,326,401809240,93,False,,True,DAL,3,Q3,2,4709138,Brandin Podziemski,2 of 2,268.0,made,False,13,leading,21,Regular Season,474,3,False,17,31,9,False,401809240-401809240471,2,shooting,home,2025-12-25T23:57:25Z,high
,1,89,False,4.1,False,high,270.9,973.9,2025-12-25,1,De'Anthony Melton misses free throw 1 of 1,401809240525,362,401809240,100,True,substitution,False,DAL,3,Q3,1,4066436,De'Anthony Melton,1 of 1,518.0,,False,11,leading,,Regular Season,525,3,True,18,31,9,False,401809240-401809240525,1,and-one,home,2025-12-26T00:07:00Z,high
,1,93,False,8:21,False,high,219.0,1580.0,2025-12-25,1,Stephen Curry makes free throw 1 of 2,401809240597,411,401809240,102,False,,True,DAL,4,Q4,8,3975,Stephen Curry,1 of 2,249.0,,False,9,leading,,Regular Season,597,4,False,19,31,9,False,401809240-401809240597,2,shooting,home,2025-12-26T00:17:41Z,high
,2,93,False,8:21,False,high,219.0,1580.0,2025-12-25,1,Stephen Curry makes free throw 2 of 2,401809240598,412,401809240,103,False,,True,DAL,4,Q4,9,3975,Stephen Curry,2 of 2,249.0,made,False,10,leading,15,Regular Season,598,4,False,20,31,9,False,401809240-401809240597,2,shooting,home,2025-12-26T00:17:56Z,high
,1,99,False,6:26,False,high,190.0,1675.9,2025-12-25,1,Brandin Podziemski makes free throw 1 of 2,401809240638,436,401809240,104,False,,True,DAL,4,Q4,3,4709138,Brandin Podziemski,1 of 2,148.1,,False,5,leading,,Regular Season,638,4,False,21,31,9,False,401809240-401809240638,2,shooting,home,2025-12-26T00:25:56Z,high
,2,99,False,6:26,False,high,190.0,1675.9,2025-12-25,1,Brandin Podziemski makes free throw 2 of 2,401809240639,437,401809240,105,False,,True,DAL,4,Q4,4,4709138,Brandin Podziemski,2 of 2,148.1,made,False,6,leading,15,Regular Season,639,4,False,22,31,9,False,401809240-401809240638,2,shooting,home,2025-12-26T00:26:11Z,high
,1,102,False,4:37,False,high,189.0,1167.0,2025-12-25,1,De'Anthony Melton makes free throw 1 of 2,401809240664,456,401809240,108,False,,True,DAL,4,Q4,2,4066436,De'Anthony Melton,1 of 2,254.0,,False,6,leading,,Regular Season,664,4,False,23,31,9,False,401809240-401809240664,2,shooting,home,2025-12-26T00:29:39Z,high
,2,102,False,4:37,False,high,189.0,1167.0,2025-12-25,1,De'Anthony Melton makes free throw 2 of 2,401809240671,460,401809240,109,False,,True,DAL,4,Q4,3,4066436,De'Anthony Melton,2 of 2,254.0,made,False,7,leading,34,Regular Season,671,4,False,24,31,9,False,401809240-401809240664,2,shooting,home,2025-12-26T00:30:13Z,high
,1,110,False,1:18,False,high,388.0,1366.0,2025-12-25,1,De'Anthony Melton makes free throw 1 of 2,401809240706,489,401809240,121,False,,True,DAL,4,Q4,4,4066436,De'Anthony Melton,1 of 2,254.0,,False,11,leading,,Regular Season,706,4,False,25,31,9,False,401809240-401809240706,2,shooting,home,2025-12-26T00:40:12Z,high
,2,110,False,1:18,False,high,388.0,1366.0,2025-12-25,1,De'Anthony Melton makes free throw 2 of 2,401809240707,490,401809240,122,False,,True,DAL,4,Q4,5,4066436,De'Anthony Melton,2 of 2,254.0,made,False,12,leading,16,Regular Season,707,4,False,26,31,9,False,401809240-401809240706,2,shooting,home,2025-12-26T00:40:28Z,high
,1,5,False,10:50,False,high,70.0,70.0,2025-12-28,2,Stephen Curry makes free throw 1 of 1,40181029619,10,401810296,4,False,,True,TOR,1,Q1,1,3975,Stephen Curry,1 of 1,,,False,1,leading,,Regular Season,19,1,False,1,32,9,False,401810296-40181029619,1,and-one,away,2025-12-28T20:44:15Z,high
,1,9,False,8:50,False,high,190.0,190.0,2025-12-28,2,Quinten Post makes free throw 1 of 2,40181029639,24,401810296,10,False,,True,TOR,1,Q1,1,4593016,Quinten Post,1 of 2,,,False,-1,trailing,,Regular Season,39,1,False,2,32,9,False,401810296-40181029639,2,shooting,away,2025-12-28T20:47:33Z,high
,2,10,False,8:50,False,high,190.0,190.0,2025-12-28,2,Quinten Post makes free throw 2 of 2,40181029640,25,401810296,10,False,,True,TOR,1,Q1,2,4593016,Quinten Post,2 of 2,,made,False,0,tied,11,Regular Season,40,1,False,3,32,9,False,401810296-40181029639,2,shooting,away,2025-12-28T20:47:44Z,high
,1,25,False,37.1,False,high,237.9,473.9,2025-12-28,2,Jimmy Butler III makes free throw 1 of 2,401810296155,102,401810296,33,False,,True,TOR,1,Q1,1,6430,Jimmy Butler III,1 of 2,209.0,,False,-8,trailing,,Regular Season,155,2,False,4,32,9,False,401810296-401810296155,2,shooting,away,2025-12-28T21:06:12Z,high
,2,26,False,37.1,False,high,237.9,473.9,2025-12-28,2,Jimmy Butler III makes free throw 2 of 2,401810296156,103,401810296,33,False,,True,TOR,1,Q1,2,6430,Jimmy Butler III,2 of 2,209.0,made,False,-7,trailing,12,Regular Season,156,2,False,5,32,9,False,401810296-401810296155,2,shooting,away,2025-12-28T21:06:24Z,high
,1,27,False,0.6,False,high,274.4,510.4,2025-12-28,2,Jimmy Butler III makes free throw 1 of 2,401810296163,107,401810296,33,False,,True,TOR,1,Q1,3,6430,Jimmy Butler III,1 of 2,209.0,,False,-6,trailing,,Regular Season,163,2,False,6,32,9,False,401810296-401810296163,2,shooting,away,2025-12-28T21:07:40Z,high
,2,28,False,0.6,False,high,274.4,510.4,2025-12-28,2,Jimmy Butler III makes free throw 2 of 2,401810296164,108,401810296,33,False,,True,TOR,1,Q1,4,6430,Jimmy Butler III,2 of 2,209.0,made,False,-5,trailing,13,Regular Season,164,2,False,7,32,9,False,401810296-401810296163,2,shooting,away,2025-12-28T21:07:53Z,high
,1,34,False,10:39,False,high,81.0,449.0,2025-12-28,2,Draymond Green misses free throw 1 of 1,401810296198,129,401810296,35,False,,False,TOR,2,Q2,1,6589,Draymond Green,1 of 1,352.0,,False,-1,trailing,,Regular Season,198,2,False,8,32,9,False,401810296-401810296198,1,and-one,away,2025-12-28T21:13:18Z,high
,1,41,False,7:27,False,high,273.0,815.0,2025-12-28,2,Stephen Curry makes free throw 1 of 2,401810296237,154,401810296,48,False,,True,TOR,2,Q2,2,3975,Stephen Curry,1 of 2,178.0,,False,-7,trailing,,Regular Season,237,2,False,9,32,9,False,401810296-401810296237,2,shooting,away,2025-12-28T21:21:58Z,high
,2,42,False,7:27,False,high,273.0,815.0,2025-12-28,2,Stephen Curry makes free throw 2 of 2,401810296246,159,401810296,48,False,,True,TOR,2,Q2,3,3975,Stephen Curry,2 of 2,178.0,made,False,-6,trailing,26,Regular Season,246,2,False,10,32,9,False,401810296-401810296237,2,shooting,away,2025-12-28T21:22:24Z,high
,1,43,False,6:51,False,high,309.0,851.0,2025-12-28,2,Stephen Curry makes free throw 1 of 2,401810296250,162,401810296,50,False,,True,TOR,2,Q2,4,3975,Stephen Curry,1 of 2,178.0,,False,-7,trailing,,Regular Season,250,2,False,11,32,9,False,401810296-401810296250,2,shooting,away,2025-12-28T21:23:39Z,high
,2,44,False,6:51,False,high,309.0,851.0,2025-12-28,2,Stephen Curry makes free throw 2 of 2,401810296253,164,401810296,50,False,,True,TOR,2,Q2,5,3975,Stephen Curry,2 of 2,178.0,made,False,-6,trailing,19,Regular Season,253,2,False,12,32,9,False,401810296-401810296250,2,shooting,away,2025-12-28T21:23:58Z,high
,1,49,False,5:59,False,high,52.0,404.0,2025-12-28,2,Brandin Podziemski makes free throw 1 of 1,401810296277,179,401810296,50,True,timeout;substitution,True,TOR,2,Q2,1,4709138,Brandin Podziemski,1 of 1,309.0,,False,-1,trailing,,Regular Season,277,2,True,13,32,9,True,401810296-401810296277,1,and-one,away,2025-12-28T21:28:39Z,high
,1,67,False,10:52,False,high,242.0,1145.0,2025-12-28,2,Stephen Curry makes free throw 1 of 1,401810296390,259,401810296,65,False,,True,TOR,3,Q3,6,3975,Stephen Curry,1 of 1,185.0,,False,2,leading,,Regular Season,390,3,False,14,32,9,False,401810296-401810296390,1,and-one,away,2025-12-28T21:59:35Z,high
,1,70,False,10:22,False,high,622.0,1133.0,2025-12-28,2,Jimmy Butler III makes free throw 1 of 1,401810296397,265,401810296,65,False,,True,TOR,3,Q3,5,6430,Jimmy Butler III,1 of 1,196.0,,False,5,leading,,Regular Season,397,3,False,15,32,9,False,401810296-401810296397,1,and-one,away,2025-12-28T22:00:43Z,high
,1,77,False,8:23,False,high,741.0,1252.0,2025-12-28,2,Jimmy Butler III makes free throw 1 of 2,401810296418,279,401810296,69,False,,True,TOR,3,Q3,6,6430,Jimmy Butler III,1 of 2,196.0,,False,8,leading,,Regular Season,418,3,False,16,32,9,False,401810296-401810296418,2,shooting,away,2025-12-28T22:06:17Z,high
,2,78,False,8:23,False,high,741.0,1252.0,2025-12-28,2,Jimmy Butler III makes free throw 2 of 2,401810296419,280,401810296,69,False,,True,TOR,3,Q3,7,6430,Jimmy Butler III,2 of 2,196.0,made,False,9,leading,13,Regular Season,419,3,False,17,32,9,False,401810296-401810296418,2,shooting,away,2025-12-28T22:06:30Z,high
,1,85,False,6:22,False,high,512.0,1415.0,2025-12-28,2,Stephen Curry makes free throw 1 of 1,401810296452,302,401810296,76,False,,True,TOR,3,Q3,7,3975,Stephen Curry,1 of 1,185.0,,False,9,leading,,Regular Season,452,3,False,18,32,9,False,401810296-401810296452,1,and-one,away,2025-12-28T22:12:52Z,high
,1,86,False,5:56,False,high,538.0,1441.0,2025-12-28,2,Stephen Curry makes free throw 1 of 3,401810296458,306,401810296,76,False,,True,TOR,3,Q3,8,3975,Stephen Curry,1 of 3,185.0,,False,10,leading,,Regular Season,458,3,False,19,32,9,False,401810296-401810296458,3,shooting,away,2025-12-28T22:14:09Z,high
,2,87,False,5:56,False,high,538.0,1441.0,2025-12-28,2,Stephen Curry makes free throw 2 of 3,401810296459,307,401810296,76,False,,True,TOR,3,Q3,9,3975,Stephen Curry,2 of 3,185.0,made,False,11,leading,19,Regular Season,459,3,False,20,32,9,False,401810296-401810296458,3,shooting,away,2025-12-28T22:14:28Z,high
,3,88,False,5:56,False,high,538.0,1441.0,2025-12-28,2,Stephen Curry makes free throw 3 of 3,401810296462,309,401810296,76,False,,True,TOR,3,Q3,10,3975,Stephen Curry,3 of 3,185.0,made,False,12,leading,21,Regular Season,462,3,False,21,32,9,False,401810296-401810296458,3,shooting,away,2025-12-28T22:14:49Z,high
,1,93,False,2:45,False,high,285.0,1131.0,2025-12-28,2,Will Richard makes free throw 1 of 2,401810296504,337,401810296,83,False,,True,TOR,3,Q3,1,4897262,Will Richard,1 of 2,270.0,,False,10,leading,,Regular Season,504,3,False,22,32,9,False,401810296-401810296504,2,shooting,away,2025-12-28T22:20:58Z,high
,2,94,False,2:45,False,high,285.0,1131.0,2025-12-28,2,Will Richard makes free throw 2 of 2,401810296505,338,401810296,83,False,,True,TOR,3,Q3,2,4897262,Will Richard,2 of 2,270.0,made,False,11,leading,15,Regular Season,505,3,False,23,32,9,False,401810296-401810296504,2,shooting,away,2025-12-28T22:21:13Z,high
,1,102,False,11:44,False,high,16.0,1623.0,2025-12-28,2,Stephen Curry makes free throw 1 of 1,401810296564,376,401810296,96,False,,True,TOR,4,Q4,11,3975,Stephen Curry,1 of 1,190.0,,False,6,leading,,Regular Season,564,4,False,24,32,9,False,401810296-401810296564,1,and-one,away,2025-12-28T22:30:52Z,high
,1,106,False,8:44,False,high,196.0,1469.0,2025-12-28,2,Draymond Green makes free throw 1 of 2,401810296612,411,401810296,98,False,,True,TOR,4,Q4,2,6589,Draymond Green,1 of 2,262.0,,False,8,leading,,Regular Season,612,4,False,25,32,9,False,401810296-401810296612,2,shooting,away,2025-12-28T22:36:17Z,high
,2,107,False,8:44,False,high,196.0,1469.0,2025-12-28,2,Draymond Green misses free throw 2 of 2,401810296613,412,401810296,98,False,,False,TOR,4,Q4,3,6589,Draymond Green,2 of 2,262.0,made,False,9,leading,0,Regular Season,613,4,False,26,32,9,False,401810296-401810296612,2,shooting,away,2025-12-28T22:36:17Z,high
,1,112,False,4:12,True,high,140.0,1685.0,2025-12-28,2,Will Richard makes free throw 1 of 2,401810296676,457,401810296,107,True,review/challenge,True,TOR,4,Q4,3,4897262,Will Richard,1 of 2,79.0,,True,5,leading,,Regular Season,676,4,False,27,32,9,False,401810296-401810296676,2,shooting,away,2025-12-28T22:50:27Z,high
,2,113,False,4:12,False,high,140.0,1685.0,2025-12-28,2,Will Richard misses free throw 2 of 2,401810296677,458,401810296,107,True,review/challenge,False,TOR,4,Q4,4,4897262,Will Richard,2 of 2,79.0,made,True,6,leading,0,Regular Season,677,4,False,28,32,9,False,401810296-401810296676,2,shooting,away,2025-12-28T22:50:27Z,high
,1,3,False,10:31,False,high,89.0,89.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 2,40181030415,5,401810304,6,False,,True,BKN,1,Q1,1,6430,Jimmy Butler III,1 of 2,,,False,-3,trailing,,Regular Season,15,1,False,1,33,9,False,401810304-40181030415,2,shooting,away,2025-12-30T00:43:28Z,high
,2,4,False,10:31,False,high,89.0,89.0,2025-12-30,1,Jimmy Butler III makes free throw 2 of 2,40181030416,6,401810304,6,False,,True,BKN,1,Q1,2,6430,Jimmy Butler III,2 of 2,,made,False,-2,trailing,15,Regular Season,16,1,False,2,33,9,False,401810304-40181030415,2,shooting,away,2025-12-30T00:43:43Z,high
,1,21,False,1:42,False,high,168.0,400.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 2,401810304147,89,401810304,30,False,,True,BKN,1,Q1,3,6430,Jimmy Butler III,1 of 2,218.0,,False,-9,trailing,,Regular Season,147,2,False,3,33,9,False,401810304-401810304147,2,shooting,away,2025-12-30T01:07:04Z,high
,2,22,False,1:42,False,high,168.0,400.0,2025-12-30,1,Jimmy Butler III makes free throw 2 of 2,401810304148,90,401810304,30,False,,True,BKN,1,Q1,4,6430,Jimmy Butler III,2 of 2,218.0,made,False,-8,trailing,15,Regular Season,148,2,False,4,33,9,False,401810304-401810304147,2,shooting,away,2025-12-30T01:07:19Z,high
,1,25,False,48.4,False,high,262.6,262.6,2025-12-30,1,Trayce Jackson-Davis misses free throw 1 of 2,401810304158,97,401810304,30,False,,False,BKN,1,Q1,1,4431684,Trayce Jackson-Davis,1 of 2,,,False,-5,trailing,,Regular Season,158,1,False,5,33,9,False,401810304-401810304158,2,shooting,away,2025-12-30T01:08:43Z,high
,2,25,False,48.4,False,high,262.6,262.6,2025-12-30,1,Trayce Jackson-Davis makes free throw 2 of 2,401810304160,99,401810304,30,False,,True,BKN,1,Q1,2,4431684,Trayce Jackson-Davis,2 of 2,,missed,False,-5,trailing,0,Regular Season,160,1,False,6,33,9,False,401810304-401810304158,2,shooting,away,2025-12-30T01:08:43Z,high
,1,26,False,5.0,False,high,265.0,497.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 2,401810304167,105,401810304,30,False,,True,BKN,1,Q1,5,6430,Jimmy Butler III,1 of 2,218.0,,False,-4,trailing,,Regular Season,167,2,False,7,33,9,False,401810304-401810304167,2,shooting,away,2025-12-30T01:10:18Z,high
,2,27,False,5.0,False,high,265.0,497.0,2025-12-30,1,Jimmy Butler III makes free throw 2 of 2,401810304174,109,401810304,30,False,,True,BKN,1,Q1,6,6430,Jimmy Butler III,2 of 2,218.0,made,False,-3,trailing,27,Regular Season,174,2,False,8,33,9,False,401810304-401810304167,2,shooting,away,2025-12-30T01:10:45Z,high
,1,30,False,11:07,False,high,53.0,503.0,2025-12-30,1,Stephen Curry makes free throw 1 of 2,401810304203,127,401810304,31,False,,True,BKN,2,Q2,1,3975,Stephen Curry,1 of 2,270.0,,False,-1,trailing,,Regular Season,203,2,False,9,33,9,False,401810304-401810304203,2,shooting,away,2025-12-30T01:16:13Z,high
,2,31,False,11:07,False,high,53.0,503.0,2025-12-30,1,Stephen Curry makes free throw 2 of 2,401810304204,128,401810304,31,False,,True,BKN,2,Q2,2,3975,Stephen Curry,2 of 2,270.0,made,False,0,tied,16,Regular Season,204,2,False,10,33,9,False,401810304-401810304203,2,shooting,away,2025-12-30T01:16:29Z,high
,1,42,False,7:32,False,high,93.0,316.0,2025-12-30,1,Gary Payton II makes free throw 1 of 2,401810304250,159,401810304,41,False,,True,BKN,2,Q2,1,3134903,Gary Payton II,1 of 2,175.0,,False,1,leading,,Regular Season,250,3,False,11,33,9,False,401810304-401810304250,2,shooting,away,2025-12-30T01:24:28Z,high
,2,43,False,7:32,False,high,93.0,316.0,2025-12-30,1,Gary Payton II misses free throw 2 of 2,401810304257,163,401810304,41,False,,False,BKN,2,Q2,2,3134903,Gary Payton II,2 of 2,175.0,made,False,2,leading,0,Regular Season,257,3,False,12,33,9,False,401810304-401810304250,2,shooting,away,2025-12-30T01:24:28Z,high
,1,57,False,1:10,False,high,157.0,427.0,2025-12-30,1,De'Anthony Melton makes free throw 1 of 2,401810304332,210,401810304,55,False,,True,BKN,2,Q2,1,4066436,De'Anthony Melton,1 of 2,493.0,,False,2,leading,,Regular Season,332,2,False,13,33,9,False,401810304-401810304332,2,shooting,away,2025-12-30T01:37:18Z,high
,2,58,False,1:10,False,high,157.0,427.0,2025-12-30,1,De'Anthony Melton makes free throw 2 of 2,401810304335,212,401810304,55,False,,True,BKN,2,Q2,2,4066436,De'Anthony Melton,2 of 2,493.0,made,False,3,leading,30,Regular Season,335,2,False,14,33,9,False,401810304-401810304332,2,shooting,away,2025-12-30T01:37:48Z,high
,1,61,False,10:30,False,high,90.0,499.0,2025-12-30,1,Moses Moody misses free throw 1 of 2,401810304382,242,401810304,60,False,,False,BKN,3,Q3,1,4432171,Moses Moody,1 of 2,1031.0,,False,1,leading,,Regular Season,382,2,False,15,33,9,False,401810304-401810304382,2,shooting,away,2025-12-30T01:58:17Z,high
,2,61,False,10:30,False,high,90.0,499.0,2025-12-30,1,Moses Moody makes free throw 2 of 2,401810304384,244,401810304,60,False,,True,BKN,3,Q3,2,4432171,Moses Moody,2 of 2,1031.0,missed,False,1,leading,14,Regular Season,384,2,False,16,33,9,False,401810304-401810304382,2,shooting,away,2025-12-30T01:58:31Z,high
,1,62,False,8:53,False,high,187.0,869.0,2025-12-30,1,Draymond Green makes free throw 1 of 2,401810304408,261,401810304,62,False,,True,BKN,3,Q3,1,6589,Draymond Green,1 of 2,452.0,,False,0,tied,,Regular Season,408,3,False,17,33,9,False,401810304-401810304408,2,shooting,away,2025-12-30T02:02:24Z,high
,2,63,False,8:53,False,high,187.0,869.0,2025-12-30,1,Draymond Green makes free throw 2 of 2,401810304411,263,401810304,62,False,,True,BKN,3,Q3,2,6589,Draymond Green,2 of 2,452.0,made,False,1,leading,21,Regular Season,411,3,False,18,33,9,False,401810304-401810304408,2,shooting,away,2025-12-30T02:02:45Z,high
,1,69,False,5:51,False,high,369.0,1087.0,2025-12-30,1,Stephen Curry makes free throw 1 of 2,401810304462,296,401810304,71,True,substitution,True,BKN,3,Q3,3,3975,Stephen Curry,1 of 2,452.0,,False,-2,trailing,,Regular Season,462,3,True,19,33,9,False,401810304-401810304462,2,technical,away,2025-12-30T02:12:41Z,high
,2,70,False,5:51,False,high,369.0,1087.0,2025-12-30,1,Stephen Curry makes free throw 2 of 2,401810304463,297,401810304,71,True,substitution,True,BKN,3,Q3,4,3975,Stephen Curry,2 of 2,452.0,made,False,-1,trailing,0,Regular Season,463,3,True,20,33,9,False,401810304-401810304462,2,technical,away,2025-12-30T02:12:41Z,high
,1,78,False,2:49,False,high,48.0,1217.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 2,401810304500,324,401810304,80,True,timeout;substitution,True,BKN,3,Q3,7,6430,Jimmy Butler III,1 of 2,226.0,,False,-2,trailing,,Regular Season,500,4,True,21,33,9,True,401810304-401810304500,2,shooting,away,2025-12-30T02:20:04Z,high
,2,79,False,2:49,False,high,48.0,1217.0,2025-12-30,1,Jimmy Butler III makes free throw 2 of 2,401810304501,325,401810304,80,True,timeout;substitution,True,BKN,3,Q3,8,6430,Jimmy Butler III,2 of 2,226.0,made,False,-1,trailing,15,Regular Season,501,4,True,22,33,9,True,401810304-401810304500,2,shooting,away,2025-12-30T02:20:19Z,high
,1,82,False,1:44,False,high,113.0,1282.0,2025-12-30,1,Jimmy Butler III misses technical free throw,401810304510,330,401810304,83,False,,False,BKN,3,Q3,9,6430,Jimmy Butler III,1 of 1,226.0,,False,-1,trailing,,Regular Season,510,4,False,23,33,9,False,401810304-401810304510,1,technical,away,2025-12-30T02:21:58Z,high
,1,84,False,1:04,False,high,153.0,1322.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 2,401810304521,337,401810304,83,False,,True,BKN,3,Q3,10,6430,Jimmy Butler III,1 of 2,226.0,,False,1,leading,,Regular Season,521,4,False,24,33,9,False,401810304-401810304521,2,technical,away,2025-12-30T02:23:27Z,high
,2,85,False,1:04,False,high,153.0,1322.0,2025-12-30,1,Jimmy Butler III makes free throw 2 of 2,401810304522,338,401810304,83,False,,True,BKN,3,Q3,11,6430,Jimmy Butler III,2 of 2,226.0,made,False,2,leading,17,Regular Season,522,4,False,25,33,9,False,401810304-401810304521,2,technical,away,2025-12-30T02:23:44Z,high
,1,88,False,34.0,False,high,183.0,1352.0,2025-12-30,1,Jimmy Butler III makes free throw 1 of 1,401810304530,344,401810304,85,False,,True,BKN,3,Q3,12,6430,Jimmy Butler III,1 of 1,226.0,,False,3,leading,,Regular Season,530,4,False,26,33,9,False,401810304-401810304530,1,and-one,away,2025-12-30T02:25:41Z,high
,1,97,False,8:23,False,high,217.0,1268.0,2025-12-30,1,Draymond Green misses free throw 1 of 2,401810304599,392,401810304,89,False,,False,BKN,4,Q4,3,6589,Draymond Green,1 of 2,351.0,,False,8,leading,,Regular Season,599,4,False,27,33,9,False,401810304-401810304599,2,shooting,away,2025-12-30T02:40:00Z,high
,2,97,False,8:23,False,high,217.0,1268.0,2025-12-30,1,Draymond Green makes free throw 2 of 2,401810304601,394,401810304,89,False,,True,BKN,4,Q4,4,6589,Draymond Green,2 of 2,351.0,missed,False,8,leading,16,Regular Season,601,4,False,28,33,9,False,401810304-401810304599,2,shooting,away,2025-12-30T02:40:16Z,high
,1,109,False,2:13,False,high,128.0,1583.0,2025-12-30,1,Stephen Curry makes free throw 1 of 1,401810304683,449,401810304,103,False,,True,BKN,4,Q4,5,3975,Stephen Curry,1 of 1,225.0,,False,6,leading,,Regular Season,683,5,False,29,33,9,False,401810304-401810304683,1,and-one,away,2025-12-30T02:55:48Z,high
,1,110,False,1:30,True,high,112.0,1397.0,2025-12-30,1,Draymond Green makes free throw 1 of 2,401810304688,452,401810304,106,False,,True,BKN,4,Q4,5,6589,Draymond Green,1 of 2,284.0,,False,4,leading,,Regular Season,688,5,False,30,33,9,False,401810304-401810304688,2,shooting,away,2025-12-30T02:57:08Z,high
,2,111,False,1:30,True,high,112.0,1397.0,2025-12-30,1,Draymond Green makes free throw 2 of 2,401810304689,453,401810304,106,False,,True,BKN,4,Q4,6,6589,Draymond Green,2 of 2,284.0,made,False,5,leading,18,Regular Season,689,5,False,31,33,9,False,401810304-401810304688,2,shooting,away,2025-12-30T02:57:26Z,high
,1,116,False,46.8,False,high,214.2,1669.2,2025-12-30,1,Stephen Curry makes free throw 1 of 2,401810304707,466,401810304,107,False,,True,BKN,4,Q4,6,3975,Stephen Curry,1 of 2,225.0,,False,9,leading,,Regular Season,707,5,False,32,33,9,False,401810304-401810304707,2,shooting,away,2025-12-30T03:03:11Z,high
,2,117,False,46.8,False,high,214.2,1669.2,2025-12-30,1,Stephen Curry misses free throw 2 of 2,401810304708,467,401810304,107,False,,False,BKN,4,Q4,7,3975,Stephen Curry,2 of 2,225.0,made,False,10,leading,0,Regular Season,708,5,False,33,33,9,False,401810304-401810304707,2,shooting,away,2025-12-30T03:03:11Z,high
,1,119,False,8.3,False,high,193.7,1362.7,2025-12-30,1,Will Richard makes free throw 1 of 1,401810304716,473,401810304,107,False,,True,BKN,4,Q4,1,4897262,Will Richard,1 of 1,59.0,,False,12,leading,,Regular Season,716,3,False,34,33,9,False,401810304-401810304716,1,and-one,away,2025-12-30T03:04:55Z,high
,1,14,True,7:03,False,high,297.0,297.0,2025-12-31,0,Jimmy Butler III makes free throw 1 of 2,40181031759,39,401810317,14,False,,True,CHA,1,Q1,1,6430,Jimmy Butler III,1 of 2,,,False,0,tied,,Regular Season,59,1,False,1,34,9,False,401810317-40181031759,2,shooting,away,2025-12-31T18:17:27Z,high
,2,15,True,7:03,False,high,297.0,297.0,2025-12-31,0,Jimmy Butler III misses free throw 2 of 2,40181031764,42,401810317,14,False,,False,CHA,1,Q1,2,6430,Jimmy Butler III,2 of 2,,made,False,1,leading,0,Regular Season,64,1,False,2,34,9,False,401810317-40181031759,2,shooting,away,2025-12-31T18:17:27Z,high
