anomaly,attempt_number,away_score_before,back_to_back,clock,clutch,confidence,continuous_stint_seconds,cumulative_seconds_played,date,days_rest,description,event_id,event_index,game_id,home_score_before,interrupted,interruptions,made,opponent,period,period_label,player_attempt_number_game,player_id,player_name,position,previous_bench_rest_seconds,previous_result,review_before,score_margin_before,score_state,seconds_since_previous_ft,segment,sequence,stint_number,substitution_before,team_attempt_number_game,team_game_number,team_id,timeout_before,trip_id,trip_length,trip_type,venue,wallclock,workload_confidence
,1,5,False,9:24,False,high,156.0,156.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,40180924431,18,401809244,4,False,,True,LAL,1,Q1,1,6430,Jimmy Butler III,1 of 2,,,False,1,leading,,Regular Season,31,1,False,1,1,9,False,401809244-40180924431,2,shooting,away,2025-10-22T02:21:12Z,high
,2,6,False,9:24,False,high,156.0,156.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,40180924432,19,401809244,4,False,,True,LAL,1,Q1,2,6430,Jimmy Butler III,2 of 2,,made,False,2,leading,0,Regular Season,32,1,False,2,1,9,False,401809244-40180924431,2,shooting,away,2025-10-22T02:21:12Z,high
,1,17,False,3:26,False,high,28.0,325.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,401809244128,87,401809244,14,False,,True,LAL,1,Q1,3,6430,Jimmy Butler III,1 of 2,189.0,,False,3,leading,,Regular Season,128,2,False,3,1,9,False,401809244-401809244128,2,shooting,away,2025-10-22T02:35:28Z,high
,2,18,False,3:26,False,high,28.0,325.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,401809244129,88,401809244,14,False,,True,LAL,1,Q1,4,6430,Jimmy Butler III,2 of 2,189.0,made,False,4,leading,22,Regular Season,129,2,False,4,1,9,False,401809244-401809244128,2,shooting,away,2025-10-22T02:35:50Z,high
,1,25,False,3.2,False,high,230.8,527.8,2025-10-22,,Jimmy Butler III makes free throw 1 of 3,401809244179,121,401809244,22,True,timeout;review/challenge;substitution,True,LAL,1,Q1,5,6430,Jimmy Butler III,1 of 3,189.0,,True,3,leading,,Regular Season,179,2,True,5,1,9,True,401809244-401809244179,3,shooting,away,2025-10-22T02:47:56Z,high
,2,26,False,3.2,False,high,230.8,527.8,2025-10-22,,Jimmy Butler III makes free throw 2 of 3,401809244180,122,401809244,22,True,timeout;review/challenge;substitution,True,LAL,1,Q1,6,6430,Jimmy Butler III,2 of 3,189.0,made,True,4,leading,0,Regular Season,180,2,True,6,1,9,True,401809244-401809244179,3,shooting,away,2025-10-22T02:47:56Z,high
,3,27,False,3.2,False,high,230.8,527.8,2025-10-22,,Jimmy Butler III makes free throw 3 of 3,401809244181,123,401809244,22,True,timeout;review/challenge;substitution,True,LAL,1,Q1,7,6430,Jimmy Butler III,3 of 3,189.0,made,True,5,leading,0,Regular Season,181,2,True,7,1,9,True,401809244-401809244179,3,shooting,away,2025-10-22T02:47:56Z,high
,1,30,False,10:04,False,high,350.0,647.0,2025-10-22,,Jimmy Butler III makes technical free throw,401809244217,151,401809244,25,False,,True,LAL,2,Q2,8,6430,Jimmy Butler III,1 of 1,189.0,,False,5,leading,,Regular Season,217,2,False,8,1,9,False,401809244-401809244217,1,technical,away,2025-10-22T02:55:35Z,high
,1,35,False,7:36,False,high,31.0,517.0,2025-10-22,,Stephen Curry makes free throw 1 of 2,401809244248,170,401809244,31,False,,True,LAL,2,Q2,1,3975,Stephen Curry,1 of 2,467.0,,False,4,leading,,Regular Season,248,2,False,9,1,9,False,401809244-401809244248,2,shooting,away,2025-10-22T03:00:51Z,high
,2,36,False,7:36,False,high,31.0,517.0,2025-10-22,,Stephen Curry makes free throw 2 of 2,401809244255,174,401809244,31,False,,True,LAL,2,Q2,2,3975,Stephen Curry,2 of 2,467.0,made,False,5,leading,22,Regular Season,255,2,False,10,1,9,False,401809244-401809244248,2,shooting,away,2025-10-22T03:01:13Z,high
,1,39,False,5:33,False,high,154.0,640.0,2025-10-22,,Stephen Curry makes free throw flagrant 1 of 2,401809244292,198,401809244,35,True,review/challenge,True,LAL,2,Q2,3,3975,Stephen Curry,1 of 2,467.0,,True,4,leading,,Regular Season,292,2,False,11,1,9,False,401809244-401809244292,2,flagrant,away,2025-10-22T03:11:29Z,high
,2,40,False,5:33,False,high,154.0,640.0,2025-10-22,,Stephen Curry makes free throw flagrant 2 of 2,401809244293,199,401809244,35,True,review/challenge,True,LAL,2,Q2,4,3975,Stephen Curry,2 of 2,467.0,made,True,5,leading,0,Regular Season,293,2,False,12,1,9,False,401809244-401809244292,2,flagrant,away,2025-10-22T03:11:29Z,high
,1,41,False,5:23,False,high,133.0,622.2,2025-10-22,,Jonathan Kuminga makes free throw 1 of 2,401809244296,201,401809244,35,False,,True,LAL,2,Q2,1,4433247,Jonathan Kuminga,1 of 2,264.0,,False,6,leading,,Regular Season,296,3,False,13,1,9,False,401809244-401809244296,2,flagrant,away,2025-10-22T03:11:57Z,high
,2,42,False,5:23,False,high,133.0,622.2,2025-10-22,,Jonathan Kuminga misses free throw 2 of 2,401809244297,202,401809244,35,False,,False,LAL,2,Q2,2,4433247,Jonathan Kuminga,2 of 2,264.0,made,False,7,leading,0,Regular Season,297,3,False,14,1,9,False,401809244-401809244296,2,flagrant,away,2025-10-22T03:11:57Z,high
,1,49,False,1:08,False,high,98.0,784.2,2025-10-22,,Draymond Green makes free throw 1 of 2,401809244360,245,401809244,48,False,,True,LAL,2,Q2,1,6589,Draymond Green,1 of 2,251.0,,False,1,leading,,Regular Season,360,3,False,15,1,9,False,401809244-401809244360,2,shooting,away,2025-10-22T03:24:28Z,high
,2,50,False,1:08,False,high,98.0,784.2,2025-10-22,,Draymond Green misses free throw 2 of 2,401809244363,247,401809244,48,False,,False,LAL,2,Q2,2,6589,Draymond Green,2 of 2,251.0,made,False,2,leading,0,Regular Season,363,3,False,16,1,9,False,401809244-401809244360,2,shooting,away,2025-10-22T03:24:28Z,high
,1,53,False,1.0,False,high,257.0,1052.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,401809244378,259,401809244,54,False,,True,LAL,2,Q2,9,6430,Jimmy Butler III,1 of 2,198.0,,False,-1,trailing,,Regular Season,378,3,False,17,1,9,False,401809244-401809244378,2,shooting,away,2025-10-22T03:26:42Z,high
,2,54,False,1.0,False,high,257.0,1052.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,401809244381,261,401809244,54,False,,True,LAL,2,Q2,10,6430,Jimmy Butler III,2 of 2,198.0,made,False,0,tied,23,Regular Season,381,3,False,18,1,9,False,401809244-401809244378,2,shooting,away,2025-10-22T03:27:05Z,high
,1,67,False,9:25,False,high,413.0,1208.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,401809244417,284,401809244,58,False,,True,LAL,3,Q3,11,6430,Jimmy Butler III,1 of 2,198.0,,False,9,leading,,Regular Season,417,3,False,19,1,9,False,401809244-401809244417,2,shooting,away,2025-10-22T03:47:48Z,high
,2,68,False,9:25,False,high,413.0,1208.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,401809244418,285,401809244,58,False,,True,LAL,3,Q3,12,6430,Jimmy Butler III,2 of 2,198.0,made,False,10,leading,20,Regular Season,418,3,False,20,1,9,False,401809244-401809244417,2,shooting,away,2025-10-22T03:48:08Z,high
,1,69,False,8:50,False,high,677.0,1163.0,2025-10-22,,Stephen Curry makes free throw 1 of 2,401809244423,289,401809244,58,False,,True,LAL,3,Q3,5,3975,Stephen Curry,1 of 2,467.0,,False,11,leading,,Regular Season,423,2,False,21,1,9,False,401809244-401809244423,2,shooting,away,2025-10-22T03:49:15Z,high
,2,70,False,8:50,False,high,677.0,1163.0,2025-10-22,,Stephen Curry makes free throw 2 of 2,401809244424,290,401809244,58,False,,True,LAL,3,Q3,6,3975,Stephen Curry,2 of 2,467.0,made,False,12,leading,15,Regular Season,424,2,False,22,1,9,False,401809244-401809244423,2,shooting,away,2025-10-22T03:49:30Z,high
,1,83,False,2:23,False,high,96.0,1452.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,401809244505,350,401809244,70,False,,True,LAL,3,Q3,13,6430,Jimmy Butler III,1 of 2,178.0,,False,13,leading,,Regular Season,505,4,False,23,1,9,False,401809244-401809244505,2,shooting,away,2025-10-22T04:07:21Z,high
,2,84,False,2:23,False,high,96.0,1452.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,401809244508,352,401809244,70,False,,True,LAL,3,Q3,14,6430,Jimmy Butler III,2 of 2,178.0,made,False,14,leading,19,Regular Season,508,4,False,24,1,9,False,401809244-401809244505,2,shooting,away,2025-10-22T04:07:40Z,high
,1,95,False,9:48,False,high,132.0,1347.2,2025-10-22,,Draymond Green misses free throw 1 of 1,401809244564,393,401809244,81,True,substitution,False,LAL,4,Q4,3,6589,Draymond Green,1 of 1,356.0,,False,14,leading,,Regular Season,564,5,True,25,1,9,False,401809244-401809244564,1,and-one,away,2025-10-22T04:17:12Z,high
,1,110,False,2:03,False,high,116.0,1961.0,2025-10-22,,Jimmy Butler III makes free throw 1 of 2,401809244662,456,401809244,102,False,,True,LAL,4,Q4,15,6430,Jimmy Butler III,1 of 2,231.0,,False,8,leading,,Regular Season,662,5,False,26,1,9,False,401809244-401809244662,2,shooting,away,2025-10-22T04:38:16Z,high
,2,111,False,2:03,False,high,116.0,1961.0,2025-10-22,,Jimmy Butler III makes free throw 2 of 2,401809244665,458,401809244,102,False,,True,LAL,4,Q4,16,6430,Jimmy Butler III,2 of 2,231.0,made,False,9,leading,16,Regular Season,665,5,False,27,1,9,False,401809244-401809244662,2,shooting,away,2025-10-22T04:38:32Z,high
,1,117,False,39.1,False,high,430.9,1884.9,2025-10-22,,Stephen Curry makes free throw 1 of 2,401809244680,468,401809244,109,False,,True,LAL,4,Q4,7,3975,Stephen Curry,1 of 2,489.0,,False,8,leading,,Regular Season,680,3,False,28,1,9,False,401809244-401809244680,2,transition-take,away,2025-10-22T04:41:09Z,high
,2,118,False,39.1,False,high,430.9,1884.9,2025-10-22,,Stephen Curry makes free throw 2 of 2,401809244681,469,401809244,109,False,,True,LAL,4,Q4,8,3975,Stephen Curry,2 of 2,489.0,made,False,9,leading,15,Regular Season,681,3,False,29,1,9,False,401809244-401809244680,2,transition-take,away,2025-10-22T04:41:24Z,high
,1,29,False,30.4,False,high,186.6,513.6,2025-10-24,1,Jimmy Butler III makes free throw 1 of 2,401809237159,98,401809237,25,False,,True,DEN,1,Q1,1,6430,Jimmy Butler III,1 of 2,176.0,,False,-4,trailing,,Regular Season,159,2,False,1,2,9,False,401809237-401809237159,2,shooting,home,2025-10-24T02:42:33Z,high
,2,29,False,30.4,False,high,186.6,513.6,2025-10-24,1,Jimmy Butler III makes free throw 2 of 2,401809237160,99,401809237,26,False,,True,DEN,1,Q1,2,6430,Jimmy Butler III,2 of 2,176.0,made,False,-3,trailing,38,Regular Season,160,2,False,2,2,9,False,401809237-401809237159,2,shooting,home,2025-10-24T02:43:11Z,high
,1,38,False,9:50,False,high,347.0,674.0,2025-10-24,1,Brandin Podziemski makes free throw 1 of 2,401809237186,116,401809237,31,False,,True,DEN,2,Q2,1,4709138,Brandin Podziemski,1 of 2,176.0,,False,-7,trailing,,Regular Season,186,2,False,3,2,9,False,401809237-401809237186,2,shooting,home,2025-10-24T02:50:09Z,high
,2,38,False,9:50,False,high,347.0,674.0,2025-10-24,1,Brandin Podziemski misses free throw 2 of 2,401809237187,117,401809237,32,False,,False,DEN,2,Q2,2,4709138,Brandin Podziemski,2 of 2,176.0,made,False,-6,trailing,0,Regular Season,187,2,False,4,2,9,False,401809237-401809237186,2,shooting,home,2025-10-24T02:50:09Z,high
,1,70,False,1:22,False,high,29.0,794.0,2025-10-24,1,Draymond Green makes free throw 1 of 2,401809237304,190,401809237,56,False,,True,DEN,2,Q2,1,6589,Draymond Green,1 of 2,255.0,,False,-14,trailing,,Regular Season,304,3,False,5,2,9,False,401809237-401809237304,2,shooting,home,2025-10-24T03:11:19Z,high
,2,70,False,1:22,False,high,29.0,794.0,2025-10-24,1,Draymond Green misses free throw 2 of 2,401809237307,192,401809237,57,False,,False,DEN,2,Q2,2,6589,Draymond Green,2 of 2,255.0,made,False,-13,trailing,0,Regular Season,307,3,False,6,2,9,False,401809237-401809237304,2,shooting,home,2025-10-24T03:11:19Z,high
,1,70,False,11:28,False,high,32.0,954.0,2025-10-24,1,Jonathan Kuminga makes free throw 1 of 2,401809237346,214,401809237,61,False,,True,DEN,3,Q3,1,4433247,Jonathan Kuminga,1 of 2,82.0,,False,-9,trailing,,Regular Season,346,3,False,7,2,9,False,401809237-401809237346,2,shooting,home,2025-10-24T03:31:53Z,high
,2,70,False,11:28,False,high,32.0,954.0,2025-10-24,1,Jonathan Kuminga misses free throw 2 of 2,401809237347,215,401809237,62,False,,False,DEN,3,Q3,2,4433247,Jonathan Kuminga,2 of 2,82.0,made,False,-8,trailing,0,Regular Season,347,3,False,8,2,9,False,401809237-401809237346,2,shooting,home,2025-10-24T03:31:53Z,high
,1,83,False,5:09,False,high,869.0,1372.0,2025-10-24,1,Stephen Curry makes free throw 1 of 1,401809237412,257,401809237,81,False,,True,DEN,3,Q3,1,3975,Stephen Curry,1 of 1,479.0,,False,-2,trailing,,Regular Season,412,2,False,9,2,9,False,401809237-401809237412,1,and-one,home,2025-10-24T03:44:22Z,high
,1,85,False,2:35,False,high,81.0,1372.0,2025-10-24,1,Jimmy Butler III makes free throw 1 of 2,401809237461,292,401809237,87,False,,True,DEN,3,Q3,3,6430,Jimmy Butler III,1 of 2,143.0,,False,2,leading,,Regular Season,461,4,False,10,2,9,False,401809237-401809237461,2,shooting,home,2025-10-24T03:51:22Z,high
,2,85,False,2:35,False,high,81.0,1372.0,2025-10-24,1,Jimmy Butler III makes free throw 2 of 2,401809237462,293,401809237,88,False,,True,DEN,3,Q3,4,6430,Jimmy Butler III,2 of 2,143.0,made,False,3,leading,16,Regular Season,462,4,False,11,2,9,False,401809237-401809237461,2,shooting,home,2025-10-24T03:51:38Z,high
,1,91,False,59.5,False,high,176.5,1467.5,2025-10-24,1,Jimmy Butler III misses free throw 1 of 2,401809237483,307,401809237,89,False,,False,DEN,3,Q3,5,6430,Jimmy Butler III,1 of 2,143.0,,False,-2,trailing,,Regular Season,483,4,False,12,2,9,False,401809237-401809237483,2,shooting,home,2025-10-24T03:54:57Z,high
,2,91,False,59.5,False,high,176.5,1467.5,2025-10-24,1,Jimmy Butler III makes free throw 2 of 2,401809237485,309,401809237,89,False,,True,DEN,3,Q3,6,6430,Jimmy Butler III,2 of 2,143.0,missed,False,-2,trailing,18,Regular Season,485,4,False,13,2,9,False,401809237-401809237483,2,shooting,home,2025-10-24T03:55:15Z,high
,1,94,False,11:47,False,high,249.0,1540.0,2025-10-24,1,Jimmy Butler III makes free throw 1 of 2,401809237505,321,401809237,94,False,,True,DEN,4,Q4,7,6430,Jimmy Butler III,1 of 2,143.0,,False,0,tied,,Regular Season,505,4,False,14,2,9,False,401809237-401809237505,2,shooting,home,2025-10-24T04:00:45Z,high
,2,94,False,11:47,False,high,249.0,1540.0,2025-10-24,1,Jimmy Butler III makes free throw 2 of 2,401809237506,322,401809237,95,False,,True,DEN,4,Q4,8,6430,Jimmy Butler III,2 of 2,143.0,made,False,1,leading,16,Regular Season,506,4,False,15,2,9,False,401809237-401809237505,2,shooting,home,2025-10-24T04:01:01Z,high
,1,99,False,10:26,False,high,330.0,637.0,2025-10-24,1,Will Richard makes free throw 1 of 2,401809237514,327,401809237,99,False,,True,DEN,4,Q4,1,4897262,Will Richard,1 of 2,671.0,,False,0,tied,,Regular Season,514,3,False,16,2,9,False,401809237-401809237514,2,shooting,home,2025-10-24T04:02:50Z,high
,2,99,False,10:26,False,high,330.0,637.0,2025-10-24,1,Will Richard misses free throw 2 of 2,401809237515,328,401809237,100,False,,False,DEN,4,Q4,2,4897262,Will Richard,2 of 2,671.0,made,False,1,leading,0,Regular Season,515,3,False,17,2,9,False,401809237-401809237514,2,shooting,home,2025-10-24T04:02:50Z,high
,1,111,False,5:23,False,high,150.0,1556.0,2025-10-24,1,Jonathan Kuminga misses free throw 1 of 1,401809237595,380,401809237,107,False,,False,DEN,4,Q4,3,4433247,Jonathan Kuminga,1 of 1,483.0,,False,-4,trailing,,Regular Season,595,4,False,18,2,9,False,401809237-401809237595,1,and-one,home,2025-10-24T04:17:53Z,high
,1,116,False,2:42,False,high,311.0,1756.0,2025-10-24,1,Stephen Curry makes free throw 1 of 2,401809237624,404,401809237,109,False,,True,DEN,4,Q4,2,3975,Stephen Curry,1 of 2,483.0,,False,-7,trailing,,Regular Season,624,3,False,19,2,9,False,401809237-401809237624,2,shooting,home,2025-10-24T04:23:47Z,high
,2,116,False,2:42,False,high,311.0,1756.0,2025-10-24,1,Stephen Curry makes free throw 2 of 2,401809237625,405,401809237,110,False,,True,DEN,4,Q4,3,3975,Stephen Curry,2 of 2,483.0,made,False,-6,trailing,20,Regular Season,625,3,False,20,2,9,False,401809237-401809237624,2,shooting,home,2025-10-24T04:24:07Z,high
,1,116,False,2:06,True,high,347.0,1792.0,2025-10-24,1,Stephen Curry makes free throw 1 of 3,401809237631,409,401809237,111,False,,True,DEN,4,Q4,4,3975,Stephen Curry,1 of 3,483.0,,False,-5,trailing,,Regular Season,631,3,False,21,2,9,False,401809237-401809237631,3,shooting,home,2025-10-24T04:25:24Z,high
,2,116,False,2:06,True,high,347.0,1792.0,2025-10-24,1,Stephen Curry makes free throw 2 of 3,401809237632,410,401809237,112,False,,True,DEN,4,Q4,5,3975,Stephen Curry,2 of 3,483.0,made,False,-4,trailing,14,Regular Season,632,3,False,22,2,9,False,401809237-401809237631,3,shooting,home,2025-10-24T04:25:38Z,high
,3,116,False,2:06,True,high,347.0,1792.0,2025-10-24,1,Stephen Curry makes free throw 3 of 3,401809237633,411,401809237,113,False,,True,DEN,4,Q4,6,3975,Stephen Curry,3 of 3,483.0,made,False,-3,trailing,16,Regular Season,633,3,False,23,2,9,False,401809237-401809237631,3,shooting,home,2025-10-24T04:25:54Z,high
,1,129,False,18.5,False,high,754.5,2199.5,2025-10-24,1,Stephen Curry makes free throw 1 of 2,401809237721,470,401809237,135,False,,True,DEN,5,OT1,7,3975,Stephen Curry,1 of 2,483.0,,False,6,leading,,Regular Season,721,3,False,24,2,9,False,401809237-401809237721,2,transition-take,home,2025-10-24T04:46:16Z,high
,2,129,False,18.5,False,high,754.5,2199.5,2025-10-24,1,Stephen Curry makes free throw 2 of 2,401809237722,471,401809237,136,False,,True,DEN,5,OT1,8,3975,Stephen Curry,2 of 2,483.0,made,False,7,leading,13,Regular Season,722,3,False,25,2,9,False,401809237-401809237721,2,transition-take,home,2025-10-24T04:46:29Z,high
,1,10,True,7:57,False,high,243.0,243.0,2025-10-25,0,Jimmy Butler III makes free throw 1 of 2,40180995247,31,401809952,4,False,,True,POR,1,Q1,1,6430,Jimmy Butler III,1 of 2,,,False,6,leading,,Regular Season,47,1,False,1,3,9,False,401809952-40180995247,2,shooting,away,2025-10-25T02:17:57Z,high
,2,11,True,7:57,False,high,243.0,243.0,2025-10-25,0,Jimmy Butler III makes free throw 2 of 2,40180995251,34,401809952,4,False,,True,POR,1,Q1,2,6430,Jimmy Butler III,2 of 2,,made,False,7,leading,193,Regular Season,51,1,False,2,3,9,False,401809952-40180995247,2,shooting,away,2025-10-25T02:21:10Z,high
,1,12,True,6:34,False,high,326.0,326.0,2025-10-25,0,Jonathan Kuminga makes free throw 1 of 2,40180995273,49,401809952,9,False,,True,POR,1,Q1,1,4433247,Jonathan Kuminga,1 of 2,,,False,3,leading,,Regular Season,73,1,False,3,3,9,False,401809952-40180995273,2,shooting,away,2025-10-25T02:24:23Z,high
,2,13,True,6:34,False,high,326.0,326.0,2025-10-25,0,Jonathan Kuminga makes free throw 2 of 2,40180995278,52,401809952,9,False,,True,POR,1,Q1,2,4433247,Jonathan Kuminga,2 of 2,,made,False,4,leading,20,Regular Season,78,1,False,4,3,9,False,401809952-40180995273,2,shooting,away,2025-10-25T02:24:43Z,high
,1,27,True,1:34,False,high,300.0,300.0,2025-10-25,0,Moses Moody misses free throw 1 of 2,401809952153,105,401809952,24,False,,False,POR,1,Q1,1,4432171,Moses Moody,1 of 2,,,False,3,leading,,Regular Season,153,1,False,5,3,9,False,401809952-401809952153,2,shooting,away,2025-10-25T02:36:20Z,high
,2,27,True,1:34,False,high,300.0,300.0,2025-10-25,0,Moses Moody makes free throw 2 of 2,401809952157,108,401809952,24,False,,True,POR,1,Q1,2,4432171,Moses Moody,2 of 2,,missed,False,3,leading,20,Regular Season,157,1,False,6,3,9,False,401809952-401809952153,2,shooting,away,2025-10-25T02:36:40Z,high
,1,35,True,7:48,False,high,252.0,474.0,2025-10-25,0,Buddy Hield makes free throw 1 of 2,401809952248,175,401809952,37,False,,True,POR,2,Q2,1,2990984,Buddy Hield,1 of 2,183.0,,False,-2,trailing,,Regular Season,248,2,False,7,3,9,False,401809952-401809952248,2,shooting,away,2025-10-25T02:51:46Z,high
,2,36,True,7:48,False,high,252.0,474.0,2025-10-25,0,Buddy Hield makes free throw 2 of 2,401809952251,177,401809952,37,False,,True,POR,2,Q2,2,2990984,Buddy Hield,2 of 2,183.0,made,False,-1,trailing,24,Regular Season,251,2,False,8,3,9,False,401809952-401809952248,2,shooting,away,2025-10-25T02:52:10Z,high
,1,41,True,6:47,False,high,61.0,598.0,2025-10-25,0,Stephen Curry makes free throw 1 of 1,401809952267,186,401809952,43,True,substitution,True,POR,2,Q2,1,3975,Stephen Curry,1 of 1,435.0,,False,-2,trailing,,Regular Season,267,2,True,9,3,9,False,401809952-401809952267,1,and-one,away,2025-10-25T02:54:04Z,high
,1,47,True,4:03,False,high,292.0,705.0,2025-10-25,0,Jonathan Kuminga makes free throw 1 of 1,401809952311,215,401809952,51,True,substitution,True,POR,2,Q2,3,4433247,Jonathan Kuminga,1 of 1,492.0,,False,-4,trailing,,Regular Season,311,2,True,10,3,9,False,401809952-401809952311,1,and-one,away,2025-10-25T03:02:14Z,high
,1,55,True,17.8,False,high,163.2,802.2,2025-10-25,0,Draymond Green misses free throw 1 of 2,401809952356,248,401809952,66,False,,False,POR,2,Q2,1,6589,Draymond Green,1 of 2,226.0,,False,-11,trailing,,Regular Season,356,3,False,11,3,9,False,401809952-401809952356,2,shooting,away,2025-10-25T03:09:29Z,high
,2,55,True,17.8,False,high,163.2,802.2,2025-10-25,0,Draymond Green makes free throw 2 of 2,401809952364,253,401809952,66,False,,True,POR,2,Q2,2,6589,Draymond Green,2 of 2,226.0,missed,False,-11,trailing,22,Regular Season,364,3,False,12,3,9,False,401809952-401809952356,2,shooting,away,2025-10-25T03:09:51Z,high
,1,61,True,10:13,False,high,107.0,874.0,2025-10-25,0,Jonathan Kuminga makes free throw 1 of 2,401809952411,283,401809952,71,False,,True,POR,3,Q3,4,4433247,Jonathan Kuminga,1 of 2,181.0,,False,-10,trailing,,Regular Season,411,3,False,13,3,9,False,401809952-401809952411,2,shooting,away,2025-10-25T03:29:41Z,high
,2,62,True,10:13,False,high,107.0,874.0,2025-10-25,0,Jonathan Kuminga makes free throw 2 of 2,401809952412,284,401809952,71,False,,True,POR,3,Q3,5,4433247,Jonathan Kuminga,2 of 2,181.0,made,False,-9,trailing,21,Regular Season,412,3,False,14,3,9,False,401809952-401809952411,2,shooting,away,2025-10-25T03:30:02Z,high
,1,66,True,9:19,False,high,404.0,1087.0,2025-10-25,0,Jimmy Butler III makes free throw 1 of 2,401809952421,289,401809952,75,False,,True,POR,3,Q3,3,6430,Jimmy Butler III,1 of 2,292.0,,False,-9,trailing,,Regular Season,421,3,False,15,3,9,False,401809952-401809952421,2,shooting,away,2025-10-25T03:31:54Z,high
,2,67,True,9:19,False,high,404.0,1087.0,2025-10-25,0,Jimmy Butler III makes free throw 2 of 2,401809952423,290,401809952,75,False,,True,POR,3,Q3,4,6430,Jimmy Butler III,2 of 2,292.0,made,False,-8,trailing,14,Regular Season,423,3,False,16,3,9,False,401809952-401809952421,2,shooting,away,2025-10-25T03:32:08Z,high
,1,71,True,7:50,False,high,250.0,1237.2,2025-10-25,0,Stephen Curry makes free throw 1 of 1,401809952451,309,401809952,81,False,,True,POR,3,Q3,2,3975,Stephen Curry,1 of 1,17.8,,False,-10,trailing,,Regular Season,451,3,False,17,3,9,False,401809952-401809952451,1,and-one,away,2025-10-25T03:37:55Z,high
,1,76,True,6:17,False,high,586.0,1269.0,2025-10-25,0,Jimmy Butler III makes free throw 1 of 2,401809952473,322,401809952,87,False,,True,POR,3,Q3,5,6430,Jimmy Butler III,1 of 2,292.0,,False,-11,trailing,,Regular Season,473,3,False,18,3,9,False,401809952-401809952473,2,shooting,away,2025-10-25T03:44:18Z,high
,2,77,True,6:17,False,high,586.0,1269.0,2025-10-25,0,Jimmy Butler III makes free throw 2 of 2,401809952476,324,401809952,87,False,,True,POR,3,Q3,6,6430,Jimmy Butler III,2 of 2,292.0,made,False,-10,trailing,21,Regular Season,476,3,False,19,3,9,False,401809952-401809952473,2,shooting,away,2025-10-25T03:44:39Z,high
,1,78,True,5:34,False,high,386.0,1373.2,2025-10-25,0,Stephen Curry makes free throw 1 of 2,401809952492,335,401809952,89,True,timeout;review/challenge;substitution,True,POR,3,Q3,3,3975,Stephen Curry,1 of 2,17.8,,True,-11,trailing,,Regular Season,492,3,True,20,3,9,True,401809952-401809952492,2,shooting,away,2025-10-25T03:48:27Z,high
,2,79,True,5:34,False,high,386.0,1373.2,2025-10-25,0,Stephen Curry makes free throw 2 of 2,401809952493,336,401809952,89,True,timeout;review/challenge;substitution,True,POR,3,Q3,4,3975,Stephen Curry,2 of 2,17.8,made,True,-10,trailing,16,Regular Season,493,3,True,21,3,9,True,401809952-401809952492,2,shooting,away,2025-10-25T03:48:43Z,high
,1,83,True,3:31,False,high,17.0,1329.0,2025-10-25,0,Jimmy Butler III misses free throw 1 of 2,401809952519,352,401809952,99,False,,False,POR,3,Q3,7,6430,Jimmy Butler III,1 of 2,106.0,,False,-16,trailing,,Regular Season,519,4,False,22,3,9,False,401809952-401809952519,2,shooting,away,2025-10-25T03:52:11Z,high
,2,83,True,3:31,False,high,17.0,1329.0,2025-10-25,0,Jimmy Butler III misses free throw 2 of 2,401809952525,356,401809952,99,False,,False,POR,3,Q3,8,6430,Jimmy Butler III,2 of 2,106.0,missed,False,-16,trailing,25,Regular Season,525,4,False,23,3,9,False,401809952-401809952519,2,shooting,away,2025-10-25T03:52:36Z,high
,1,83,True,2:53,False,high,55.0,1367.0,2025-10-25,0,Jimmy Butler III makes free throw 1 of 2,401809952534,363,401809952,101,False,,True,POR,3,Q3,9,6430,Jimmy Butler III,1 of 2,106.0,,False,-18,trailing,,Regular Season,534,4,False,24,3,9,False,401809952-401809952534,2,shooting,away,2025-10-25T03:54:14Z,high
,2,84,True,2:53,False,high,55.0,1367.0,2025-10-25,0,Jimmy Butler III makes free throw 2 of 2,401809952537,365,401809952,101,False,,True,POR,3,Q3,10,6430,Jimmy Butler III,2 of 2,106.0,made,False,-17,trailing,20,Regular Season,537,4,False,25,3,9,False,401809952-401809952534,2,shooting,away,2025-10-25T03:54:34Z,high
,1,87,True,1:55,False,high,219.0,927.2,2025-10-25,0,Brandin Podziemski misses free throw 1 of 2,401809952550,374,401809952,101,False,,False,POR,3,Q3,1,4709138,Brandin Podziemski,1 of 2,403.8,,False,-14,trailing,,Regular Season,550,3,False,26,3,9,False,401809952-401809952550,2,shooting,away,2025-10-25T03:56:35Z,high
