confidence,duration_seconds,end_elapsed,end_event_index,end_sequence,game_id,player_id,player_name,start_elapsed,start_event_index,start_sequence,stint_number
high,297.0,297.0,37,56,401809244,6430,Jimmy Butler III,0.0,0,0,1
high,297.0,297.0,38,57,401809244,4709138,Brandin Podziemski,0.0,0,0,1
high,380.0,380.0,52,78,401809244,6589,Draymond Green,0.0,0,0,1
high,486.0,486.0,82,118,401809244,4433247,Jonathan Kuminga,0.0,0,0,1
high,486.0,486.0,83,119,401809244,3975,Stephen Curry,0.0,0,0,1
high,261.0,558.0,94,136,401809244,3134903,Gary Payton II,297.0,38,57,1
high,290.0,587.0,100,144,401809244,2990984,Buddy Hield,297.0,37,56,1
high,230.79999999999995,716.8,118,173,401809244,4709138,Brandin Podziemski,486.0,82,118,2
high,158.79999999999995,716.8,119,174,401809244,4997536,Gui Santos,558.0,94,136,1
high,336.79999999999995,716.8,120,175,401809244,3213,Al Horford,380.0,52,78,1
high,133.0,720.0,128,186,401809244,4897262,Will Richard,587.0,100,144,1
high,3.2000000000000455,720.0,129,187,401809244,4433247,Jonathan Kuminga,716.8,118,173,2
high,3.2000000000000455,720.0,130,188,401809244,3134903,Gary Payton II,716.8,120,175,2
high,233.0,953.0,167,243,401809244,4709138,Brandin Podziemski,720.0,129,187,3
high,264.0,984.0,171,249,401809244,2990984,Buddy Hield,720.0,130,188,2
high,498.0,984.0,172,250,401809244,6430,Jimmy Butler III,486.0,83,119,2
high,264.0,984.0,173,251,401809244,4593016,Quinten Post,720.0,128,186,1
high,306.20000000000005,1023.0,179,260,401809244,6589,Draymond Green,716.8,119,174,2
high,159.0,1182.0,212,312,401809244,3134903,Gary Payton II,1023.0,179,260,3
high,290.0,1274.0,221,326,401809244,4897262,Will Richard,984.0,172,250,2
high,290.0,1274.0,222,327,401809244,3213,Al Horford,984.0,171,249,2
high,165.0,1439.0,260,379,401809244,6589,Draymond Green,1274.0,221,326,3
high,1.0,1440.0,264,384,401809244,3213,Al Horford,1439.0,260,379,3
high,469.0,1743.0,309,446,401809244,4709138,Brandin Podziemski,1274.0,222,327,4
high,561.0,1743.0,310,447,401809244,6430,Jimmy Butler III,1182.0,212,312,3
high,364.0,1804.0,318,460,401809244,6589,Draymond Green,1440.0,264,384,4
high,178.0,1921.0,338,486,401809244,3134903,Gary Payton II,1743.0,309,446,4
high,968.0,1921.0,339,487,401809244,3975,Stephen Curry,953.0,167,243,2
high,1015.0,1999.0,348,499,401809244,4433247,Jonathan Kuminga,984.0,173,251,3
high,161.0,2160.0,370,531,401809244,4897262,Will Richard,1999.0,348,499,3
high,356.0,2160.0,371,532,401809244,3213,Al Horford,1804.0,318,460,4
high,489.0,2410.0,412,589,401809244,4709138,Brandin Podziemski,1921.0,338,486,5
high,489.0,2410.0,413,590,401809244,6430,Jimmy Butler III,1921.0,339,487,4
high,250.0,2410.0,414,591,401809244,4593016,Quinten Post,2160.0,371,532,2
high,250.0,2410.0,415,592,401809244,6589,Draymond Green,2160.0,370,531,5
high,781.0,2524.0,428,617,401809244,2990984,Buddy Hield,1743.0,310,447,3
high,231.0,2641.0,440,635,401809244,4897262,Will Richard,2410.0,412,589,4
high,231.0,2641.0,441,636,401809244,3213,Al Horford,2410.0,415,592,5
high,233.0,2757.0,457,663,401809244,4709138,Brandin Podziemski,2524.0,428,617,6
high,470.0,2880,1000000000000,1000000000000,401809244,3975,Stephen Curry,2410.0,413,590,3
high,470.0,2880,1000000000000,1000000000000,401809244,4433247,Jonathan Kuminga,2410.0,414,591,4
high,239.0,2880,1000000000000,1000000000000,401809244,6589,Draymond Green,2641.0,440,635,6
high,239.0,2880,1000000000000,1000000000000,401809244,6430,Jimmy Butler III,2641.0,441,636,5
high,123.0,2880,1000000000000,1000000000000,401809244,3134903,Gary Payton II,2757.0,457,663,5
high,327.0,327.0,37,61,401809237,4709138,Brandin Podziemski,0.0,0,0,1
high,327.0,327.0,38,65,401809237,6430,Jimmy Butler III,0.0,0,0,1
high,411.0,411.0,46,76,401809237,6589,Draymond Green,0.0,0,0,1
high,503.0,503.0,62,98,401809237,4433247,Jonathan Kuminga,0.0,0,0,1
high,503.0,503.0,63,99,401809237,3975,Stephen Curry,0.0,0,0,1
high,265.0,592.0,78,127,401809237,3134903,Gary Payton II,327.0,38,65,1
high,309.0,720.0,104,165,401809237,3213,Al Horford,411.0,46,76,1
high,128.0,720.0,105,166,401809237,4897262,Will Richard,592.0,78,127,1
high,436.0,939.0,125,203,401809237,6430,Jimmy Butler III,503.0,63,99,2
high,479.0,982.0,131,211,401809237,4709138,Brandin Podziemski,503.0,62,98,2
high,262.0,982.0,132,212,401809237,4593016,Quinten Post,720.0,104,165,1
high,747.0,1074.0,143,234,401809237,2990984,Buddy Hield,327.0,37,61,1
high,354.0,1074.0,144,235,401809237,6589,Draymond Green,720.0,105,166,2
high,179.0,1253.0,173,276,401809237,3134903,Gary Payton II,1074.0,143,234,2
high,179.0,1253.0,174,277,401809237,4897262,Will Richard,1074.0,144,235,2
high,347.0,1329.0,185,333,401809237,3213,Al Horford,982.0,131,211,2
high,419.0,1358.0,191,305,401809237,4433247,Jonathan Kuminga,939.0,125,203,2
high,82.0,1440.0,208,335,401809237,3134903,Gary Payton II,1358.0,191,305,3
high,528.0,1781.0,247,394,401809237,4709138,Brandin Podziemski,1253.0,173,276,3
high,528.0,1781.0,248,395,401809237,6430,Jimmy Butler III,1253.0,174,277,3
high,516.0,1845.0,254,406,401809237,6589,Draymond Green,1329.0,185,333,3
high,143.0,1924.0,274,433,401809237,3134903,Gary Payton II,1781.0,248,395,4
high,484.0,1924.0,275,434,401809237,4433247,Jonathan Kuminga,1440.0,208,335,3
high,942.0,1924.0,276,435,401809237,3975,Stephen Curry,982.0,132,212,2
high,315.0,2160.0,319,500,401809237,3213,Al Horford,1845.0,254,406,3
high,626.0,2407.0,354,550,401809237,2990984,Buddy Hield,1781.0,247,394,2
high,483.0,2407.0,355,551,401809237,6430,Jimmy Butler III,1924.0,275,434,4
high,247.0,2407.0,356,552,401809237,6589,Draymond Green,2160.0,319,500,4
high,695.0,2619.0,388,605,401809237,4897262,Will Richard,1924.0,274,433,3
high,726.0,2650.0,393,611,401809237,4709138,Brandin Podziemski,1924.0,276,435,4
high,447.3000000000002,2854.3,424,650,401809237,4433247,Jonathan Kuminga,2407.0,356,552,4
high,447.3000000000002,2854.3,425,651,401809237,3213,Al Horford,2407.0,355,551,4
high,239.5999999999999,2858.6,428,657,401809237,6430,Jimmy Butler III,2619.0,388,605,5
high,4.299999999999727,2858.6,429,658,401809237,4709138,Brandin Podziemski,2854.3,424,650,5
high,4.299999999999727,2858.6,430,659,401809237,2990984,Buddy Hield,2854.3,425,651,3
high,21.40000000000009,2880.0,434,666,401809237,3134903,Gary Payton II,2858.6,430,659,5
high,773.0,3180,1000000000000,1000000000000,401809237,3975,Stephen Curry,2407.0,354,550,3
high,530.0,3180,1000000000000,1000000000000,401809237,6589,Draymond Green,2650.0,393,611,5
high,321.4000000000001,3180,1000000000000,1000000000000,401809237,3213,Al Horford,2858.6,428,657,5
high,321.4000000000001,3180,1000000000000,1000000000000,401809237,4433247,Jonathan Kuminga,2858.6,429,658,5
high,300.0,3180,1000000000000,1000000000000,401809237,6430,Jimmy Butler III,2880.0,434,666,6
high,315.0,315.0,46,68,401809952,6430,Jimmy Butler III,0.0,0,0,1
high,326.0,326.0,51,75,401809952,6589,Draymond Green,0.0,0,0,1
high,382.0,382.0,66,94,401809952,4593016,Quinten Post,0.0,0,0,1
high,413.0,413.0,71,105,401809952,4433247,Jonathan Kuminga,0.0,0,0,1
high,222.0,537.0,88,128,401809952,2990984,Buddy Hield,315.0,46,68,1
high,537.0,537.0,89,129,401809952,3975,Stephen Curry,0.0,0,0,1
high,244.0,626.0,107,155,401809952,4431684,Trayce Jackson-Davis,382.0,66,94,1
high,183.0,720.0,127,179,401809952,4897262,Will Richard,537.0,88,128,1
high,394.0,720.0,128,180,401809952,4432171,Moses Moody,326.0,51,75,1
high,94.0,720.0,129,181,401809952,4592714,Pat Spencer,626.0,107,155,1
high,368.0,905.0,163,229,401809952,6430,Jimmy Butler III,537.0,89,129,2
high,185.0,905.0,164,230,401809952,4593016,Quinten Post,720.0,127,179,2
high,559.0,972.0,176,249,401809952,4709138,Brandin Podziemski,413.0,71,105,1
high,313.0,1033.0,183,260,401809952,2990984,Buddy Hield,720.0,128,180,2
high,313.0,1033.0,184,261,401809952,6589,Draymond Green,720.0,129,181,2
high,164.0,1197.0,214,309,401809952,4593016,Quinten Post,1033.0,184,261,3
high,354.0,1259.0,226,324,401809952,4433247,Jonathan Kuminga,905.0,164,230,2
high,240.0,1273.0,229,328,401809952,3134903,Gary Payton II,1033.0,183,260,1
high,450.20000000000005,1422.2,251,359,401809952,3975,Stephen Curry,972.0,176,249,2
high,149.20000000000005,1422.2,252,360,401809952,4709138,Brandin Podziemski,1273.0,229,328,2
high,535.0,1440.0,260,371,401809952,4897262,Will Richard,905.0,163,229,2
high,17.799999999999955,1440.0,261,372,401809952,4432171,Moses Moody,1422.2,251,359,2
high,17.799999999999955,1440.0,262,373,401809952,3134903,Gary Payton II,1422.2,252,360,2
high,404.0,1663.0,303,440,401809952,6589,Draymond Green,1259.0,226,324,3
high,223.0,1663.0,304,441,401809952,4593016,Quinten Post,1440.0,261,372,4
high,163.0,1826.0,332,486,401809952,3134903,Gary Payton II,1663.0,304,441,3
high,163.0,1826.0,333,487,401809952,2990984,Buddy Hield,1663.0,303,440,3
high,629.0,1826.0,334,488,401809952,6430,Jimmy Butler III,1197.0,214,309,3
high,492.0,1932.0,348,512,401809952,3975,Stephen Curry,1440.0,260,371,3
high,492.0,1932.0,350,515,401809952,4433247,Jonathan Kuminga,1440.0,262,373,3
high,228.0,2160.0,394,575,401809952,4897262,Will Richard,1932.0,350,515,3
high,334.0,2160.0,395,576,401809952,4432171,Moses Moody,1826.0,333,487,3
high,334.0,2160.0,396,577,401809952,4431684,Trayce Jackson-Davis,1826.0,332,486,2
high,291.0,2223.0,409,600,401809952,6430,Jimmy Butler III,1932.0,348,512,4
high,159.0,2319.0,434,638,401809952,3975,Stephen Curry,2160.0,395,576,4
high,189.0,2349.0,438,646,401809952,4433247,Jonathan Kuminga,2160.0,394,575,4
high,189.0,2349.0,439,647,401809952,6589,Draymond Green,2160.0,396,577,4
high,639.0,2465.0,462,681,401809952,4709138,Brandin Podziemski,1826.0,334,488,3
high,657.0,2880,1000000000000,1000000000000,401809952,4997536,Gui Santos,2223.0,409,600,1
high,561.0,2880,1000000000000,1000000000000,401809952,4592714,Pat Spencer,2319.0,434,638,2
high,531.0,2880,1000000000000,1000000000000,401809952,4897262,Will Richard,2349.0,438,646,4
high,531.0,2880,1000000000000,1000000000000,401809952,4432171,Moses Moody,2349.0,439,647,4
high,415.0,2880,1000000000000,1000000000000,401809952,4431684,Trayce Jackson-Davis,2465.0,462,681,3
high,358.0,358.0,44,70,401809976,4709138,Brandin Podziemski,0.0,0,0,1
high,358.0,358.0,45,71,401809976,6430,Jimmy Butler III,0.0,0,0,1
high,452.0,452.0,61,99,401809976,4433247,Jonathan Kuminga,0.0,0,0,1
high,452.0,452.0,62,100,401809976,6589,Draymond Green,0.0,0,0,1
high,106.0,464.0,66,108,401809976,3134903,Gary Payton II,358.0,44,70,1
high,106.0,464.0,67,109,401809976,4593016,Quinten Post,358.0,45,71,1
high,576.0,576.0,85,135,401809976,3975,Stephen Curry,0.0,0,0,1
high,115.29999999999995,691.3,106,171,401809976,4709138,Brandin Podziemski,576.0,85,135,2
high,261.5,713.5,110,177,401809976,4432171,Moses Moody,452.0,61,99,1
high,22.200000000000045,713.5,111,178,401809976,3134903,Gary Payton II,691.3,106,171,2
high,268.0,720.0,118,189,401809976,2990984,Buddy Hield,452.0,62,100,1
high,256.0,720.0,119,190,401809976,4431684,Trayce Jackson-Davis,464.0,67,109,1
high,6.5,720.0,120,191,401809976,3975,Stephen Curry,713.5,111,178,2
high,158.0,878.0,146,229,401809976,4593016,Quinten Post,720.0,118,189,2
high,307.5,1021.0,168,265,401809976,4709138,Brandin Podziemski,713.5,110,177,3
high,301.0,1021.0,169,266,401809976,4432171,Moses Moody,720.0,119,190,2
high,557.0,1021.0,170,267,401809976,6430,Jimmy Butler III,464.0,66,108,2
high,352.0,1072.0,181,286,401809976,6589,Draymond Green,720.0,120,191,2
high,206.0,1227.0,214,334,401809976,4897262,Will Richard,1021.0,170,267,1
high,206.0,1227.0,215,335,401809976,2990984,Buddy Hield,1021.0,169,266,2
high,193.0,1265.0,222,346,401809976,4997536,Gui Santos,1072.0,181,286,1
high,202.5999999999999,1429.6,253,388,401809976,4709138,Brandin Podziemski,1227.0,214,334,4
high,408.5999999999999,1429.6,254,389,401809976,3975,Stephen Curry,1021.0,168,265,3
high,10.400000000000091,1440.0,259,396,401809976,3134903,Gary Payton II,1429.6,253,388,3
high,10.400000000000091,1440.0,260,397,401809976,4432171,Moses Moody,1429.6,254,389,3
high,368.0,1633.0,291,443,401809976,6589,Draymond Green,1265.0,222,346,3
high,342.0,1782.0,314,477,401809976,4709138,Brandin Podziemski,1440.0,260,397,5
high,555.0,1782.0,315,478,401809976,6430,Jimmy Butler III,1227.0,215,335,3
high,149.0,1782.0,316,479,401809976,4593016,Quinten Post,1633.0,291,443,3
high,995.0,1873.0,331,505,401809976,4433247,Jonathan Kuminga,878.0,146,229,2
high,173.0,1955.0,352,539,401809976,3134903,Gary Payton II,1782.0,315,478,4
high,515.0,1955.0,353,540,401809976,3975,Stephen Curry,1440.0,259,396,4
high,287.0,2160.0,384,586,401809976,2990984,Buddy Hield,1873.0,331,505,3
high,421.0,2203.0,394,712,401809976,6589,Draymond Green,1782.0,316,479,4
high,120.0,2280.0,407,626,401809976,4997536,Gui Santos,2160.0,384,586,2
high,412.0,2367.0,416,639,401809976,4709138,Brandin Podziemski,1955.0,352,539,6
high,585.0,2367.0,417,640,401809976,4432171,Moses Moody,1782.0,314,477,4
high,412.0,2367.0,418,641,401809976,6430,Jimmy Butler III,1955.0,353,540,4
high,164.0,2367.0,419,642,401809976,3134903,Gary Payton II,2203.0,394,712,5
high,87.0,2367.0,420,643,401809976,4431684,Trayce Jackson-Davis,2280.0,407,626,2
high,61.0,2428.0,432,666,401809976,6589,Draymond Green,2367.0,418,641,5
high,276.0,2643.0,466,720,401809976,3975,Stephen Curry,2367.0,419,642,5
high,293.0,2660.0,469,725,401809976,4897262,Will Richard,2367.0,416,639,2
high,343.0,2710.0,482,754,401809976,2990984,Buddy Hield,2367.0,420,643,4
high,446.0,2813.0,501,770,401809976,4433247,Jonathan Kuminga,2367.0,417,640,3
high,170.0,2813.0,502,771,401809976,4709138,Brandin Podziemski,2643.0,466,720,7
high,385.0,2813.0,503,772,401809976,4593016,Quinten Post,2428.0,432,666,4
high,153.0,2813.0,504,773,401809976,3134903,Gary Payton II,2660.0,469,725,6
high,170.0,2880,1000000000000,1000000000000,401809976,4432171,Moses Moody,2710.0,482,754,5
high,67.0,2880,1000000000000,1000000000000,401809976,4897262,Will Richard,2813.0,501,770,3
high,67.0,2880,1000000000000,1000000000000,401809976,4592714,Pat Spencer,2813.0,502,771,1
high,67.0,2880,1000000000000,1000000000000,401809976,4997536,Gui Santos,2813.0,503,772,3
high,67.0,2880,1000000000000,1000000000000,401809976,4431684,Trayce Jackson-Davis,2813.0,504,773,3
high,319.0,319.0,45,64,401809982,6430,Jimmy Butler III,0.0,0,0,1
high,507.0,507.0,76,106,401809982,4433247,Jonathan Kuminga,0.0,0,0,1
high,188.0,507.0,77,107,401809982,2990984,Buddy Hield,319.0,45,64,1
high,507.0,507.0,78,108,401809982,4593016,Quinten Post,0.0,0,0,1
high,507.0,507.0,79,109,401809982,6589,Draymond Green,0.0,0,0,1
high,507.0,507.0,80,110,401809982,3975,Stephen Curry,0.0,0,0,1
high,202.79999999999995,709.8,107,153,401809982,3134903,Gary Payton II,507.0,76,106,1
high,213.0,720.0,113,162,401809982,3213,Al Horford,507.0,77,107,1
high,10.200000000000045,720.0,114,163,401809982,3975,Stephen Curry,709.8,107,153,2
high,440.0,947.0,147,208,401809982,4432171,Moses Moody,507.0,78,108,1
high,227.0,947.0,148,210,401809982,4593016,Quinten Post,720.0,113,162,2
high,540.0,1047.0,158,227,401809982,4709138,Brandin Podziemski,507.0,80,110,1
high,540.0,1047.0,159,228,401809982,6430,Jimmy Butler III,507.0,79,109,2
high,327.0,1047.0,160,229,401809982,6589,Draymond Green,720.0,114,163,2
high,207.0,1154.0,181,263,401809982,4897262,Will Richard,947.0,147,208,1
high,226.0,1273.0,205,297,401809982,2990984,Buddy Hield,1047.0,159,228,2
high,119.0,1273.0,206,298,401809982,3134903,Gary Payton II,1154.0,181,263,2
high,493.0,1440.0,229,327,401809982,3213,Al Horford,947.0,148,210,2
high,454.0,1727.0,263,378,401809982,6430,Jimmy Butler III,1273.0,205,297,3
high,395.0,1835.0,277,394,401809982,4593016,Quinten Post,1440.0,229,327,3
high,562.0,1835.0,278,401,401809982,6589,Draymond Green,1273.0,206,298,3
high,858.0,1905.0,288,411,401809982,4433247,Jonathan Kuminga,1047.0,160,229,2
high,913.0,1960.0,296,425,401809982,3975,Stephen Curry,1047.0,158,227,3
high,321.5,2156.5,318,457,401809982,3213,Al Horford,1835.0,278,401,3
high,200.0,2160.0,322,460,401809982,2990984,Buddy Hield,1960.0,296,425,3
high,3.5,2160.0,323,461,401809982,3975,Stephen Curry,2156.5,318,457,4
high,778.0,2505.0,365,523,401809982,4709138,Brandin Podziemski,1727.0,263,378,2
high,600.0,2505.0,366,524,401809982,6430,Jimmy Butler III,1905.0,288,411,4
high,345.0,2505.0,367,525,401809982,4593016,Quinten Post,2160.0,322,460,4
high,443.0,2603.0,381,547,401809982,6589,Draymond Green,2160.0,323,461,4
high,98.0,2603.0,382,548,401809982,3975,Stephen Curry,2505.0,367,525,5
high,202.0,2707.0,398,573,401809982,4433247,Jonathan Kuminga,2505.0,366,524,3
high,872.0,2707.0,399,574,401809982,4432171,Moses Moody,1835.0,277,394,2
high,202.0,2707.0,400,575,401809982,3213,Al Horford,2505.0,365,523,4
high,277.0,2880,1000000000000,1000000000000,401809982,4709138,Brandin Podziemski,2603.0,381,547,3
high,277.0,2880,1000000000000,1000000000000,401809982,4997536,Gui Santos,2603.0,382,548,1
high,173.0,2880,1000000000000,1000000000000,401809982,4431684,Trayce Jackson-Davis,2707.0,398,573,1
high,173.0,2880,1000000000000,1000000000000,401809982,4592714,Pat Spencer,2707.0,399,574,1
high,173.0,2880,1000000000000,1000000000000,401809982,4897262,Will Richard,2707.0,400,575,2
high,287.0,287.0,46,62,401809994,6430,Jimmy Butler III,0.0,0,0,1
high,287.0,287.0,47,63,401809994,4593016,Quinten Post,0.0,0,0,1
high,496.0,496.0,79,110,401809994,4433247,Jonathan Kuminga,0.0,0,0,1
high,496.0,496.0,80,111,401809994,6589,Draymond Green,0.0,0,0,1
high,496.0,496.0,81,112,401809994,3975,Stephen Curry,0.0,0,0,1
high,354.0,641.0,99,141,401809994,4432171,Moses Moody,287.0,47,63,1
high,215.5,711.5,107,154,401809994,2990984,Buddy Hield,496.0,81,112,1
high,224.0,720.0,113,162,401809994,3213,Al Horford,496.0,80,111,1
high,8.5,720.0,114,163,401809994,3134903,Gary Payton II,711.5,107,154,1
high,676.0,963.0,153,219,401809994,4709138,Brandin Podziemski,287.0,46,62,1
high,243.0,963.0,154,220,401809994,4997536,Gui Santos,720.0,113,162,1
high,243.0,963.0,155,221,401809994,6589,Draymond Green,720.0,114,163,2
high,358.0,999.0,161,232,401809994,4897262,Will Richard,641.0,99,141,1
high,503.0,999.0,162,233,401809994,6430,Jimmy Butler III,496.0,79,110,2
high,175.0,1174.0,197,284,401809994,3134903,Gary Payton II,999.0,161,232,2
high,316.0,1279.0,222,315,401809994,2990984,Buddy Hield,963.0,153,219,2
high,316.0,1279.0,223,316,401809994,3213,Al Horford,963.0,154,220,2
high,453.5999999999999,1416.6,244,346,401809994,3975,Stephen Curry,963.0,155,221,2
high,137.5999999999999,1416.6,245,348,401809994,4709138,Brandin Podziemski,1279.0,222,315,2
high,23.40000000000009,1440.0,249,353,401809994,3134903,Gary Payton II,1416.6,244,346,3
high,23.40000000000009,1440.0,250,354,401809994,4432171,Moses Moody,1416.6,245,348,2
high,292.0,1732.0,282,405,401809994,4593016,Quinten Post,1440.0,249,353,2
high,586.0,1760.0,288,413,401809994,6430,Jimmy Butler III,1174.0,197,284,3
high,577.0,1856.0,305,438,401809994,6589,Draymond Green,1279.0,223,316,3
high,946.0,1945.0,327,468,401809994,4433247,Jonathan Kuminga,999.0,162,233,2
high,185.0,1945.0,328,469,401809994,2990984,Buddy Hield,1760.0,288,413,3
high,505.0,1945.0,329,470,401809994,3975,Stephen Curry,1440.0,250,354,3
high,428.0,2160.0,365,516,401809994,4709138,Brandin Podziemski,1732.0,282,405,3
high,304.0,2160.0,366,517,401809994,3213,Al Horford,1856.0,305,438,3
high,215.0,2160.0,367,518,401809994,4432171,Moses Moody,1945.0,329,470,3
high,347.0,2292.0,389,553,401809994,4897262,Will Richard,1945.0,327,468,2
high,220.0,2380.0,402,573,401809994,3975,Stephen Curry,2160.0,367,518,4
high,220.0,2380.0,404,599,401809994,6589,Draymond Green,2160.0,366,517,4
high,298.0,2458.0,418,601,401809994,2990984,Buddy Hield,2160.0,365,516,4
high,513.0,2458.0,419,602,401809994,6430,Jimmy Butler III,1945.0,328,469,4
high,184.0,2564.0,434,628,401809994,4709138,Brandin Podziemski,2380.0,404,599,4
high,373.0,2753.0,465,670,401809994,3213,Al Horford,2380.0,402,573,4
high,588.0,2880,1000000000000,1000000000000,401809994,4433247,Jonathan Kuminga,2292.0,389,553,3
high,422.0,2880,1000000000000,1000000000000,401809994,3975,Stephen Curry,2458.0,418,601,5
high,422.0,2880,1000000000000,1000000000000,401809994,6589,Draymond Green,2458.0,419,602,5
high,316.0,2880,1000000000000,1000000000000,401809994,6430,Jimmy Butler III,2564.0,434,628,5
high,127.0,2880,1000000000000,1000000000000,401809994,4709138,Brandin Podziemski,2753.0,465,670,5
high,338.0,338.0,49,72,401809999,4709138,Brandin Podziemski,0.0,0,0,1
high,338.0,338.0,50,73,401809999,6430,Jimmy Butler III,0.0,0,0,1
high,492.0,492.0,81,113,401809999,4433247,Jonathan Kuminga,0.0,0,0,1
high,492.0,492.0,82,114,401809999,6589,Draymond Green,0.0,0,0,1
high,492.0,492.0,83,115,401809999,3975,Stephen Curry,0.0,0,0,1
high,196.0,534.0,89,129,401809999,3134903,Gary Payton II,338.0,50,73,1
high,382.0,720.0,115,170,401809999,2990984,Buddy Hield,338.0,49,72,1
high,410.0,902.0,142,203,401809999,3213,Al Horford,492.0,83,115,1
high,454.0,946.0,152,218,401809999,4709138,Brandin Podziemski,492.0,81,113,2
high,454.0,946.0,153,219,401809999,4432171,Moses Moody,492.0,82,114,1
high,412.0,946.0,154,220,401809999,6430,Jimmy Butler III,534.0,89,129,2
high,226.0,946.0,155,221,401809999,6589,Draymond Green,720.0,115,170,2
high,311.0,1257.0,200,287,401809999,3134903,Gary Payton II,946.0,154,220,2
high,311.0,1257.0,201,288,401809999,2990984,Buddy Hield,946.0,152,218,2
high,355.0,1257.0,202,289,401809999,4593016,Quinten Post,902.0,142,203,1
high,476.0,1733.0,273,386,401809999,4709138,Brandin Podziemski,1257.0,200,287,3
high,476.0,1733.0,274,387,401809999,6430,Jimmy Butler III,1257.0,201,288,3
high,513.0,1770.0,281,401,401809999,6589,Draymond Green,1257.0,202,289,3
high,869.0,1815.0,291,419,401809999,4433247,Jonathan Kuminga,946.0,153,219,2
high,869.0,1815.0,292,420,401809999,3975,Stephen Curry,946.0,155,221,2
high,227.0,1960.0,318,457,401809999,2990984,Buddy Hield,1733.0,274,387,3
high,427.0,2160.0,353,506,401809999,4997536,Gui Santos,1733.0,273,386,1
high,390.0,2160.0,354,507,401809999,3213,Al Horford,1770.0,281,401,2
high,512.0,2327.0,388,555,401809999,4432171,Moses Moody,1815.0,292,420,2
high,167.0,2327.0,389,556,401809999,6589,Draymond Green,2160.0,354,507,4
high,679.0,2494.0,418,596,401809999,4709138,Brandin Podziemski,1815.0,291,419,4
high,534.0,2494.0,419,597,401809999,6430,Jimmy Butler III,1960.0,318,457,4
high,247.0,2574.0,441,629,401809999,4997536,Gui Santos,2327.0,389,556,2
high,414.0,2574.0,442,630,401809999,4593016,Quinten Post,2160.0,353,506,2
high,113.0,2687.0,458,653,401809999,3213,Al Horford,2574.0,441,629,3
high,136.5,2823.5,484,686,401809999,4709138,Brandin Podziemski,2687.0,458,653,5
high,21.199999999999818,2844.7,489,693,401809999,3134903,Gary Payton II,2823.5,484,686,3
high,548.1999999999998,2875.2,494,699,401809999,4433247,Jonathan Kuminga,2327.0,388,555,3
high,386.0,2880,1000000000000,1000000000000,401809999,3975,Stephen Curry,2494.0,418,596,3
high,386.0,2880,1000000000000,1000000000000,401809999,6589,Draymond Green,2494.0,419,597,5
high,306.0,2880,1000000000000,1000000000000,401809999,6430,Jimmy Butler III,2574.0,442,630,5
high,35.30000000000018,2880,1000000000000,1000000000000,401809999,4709138,Brandin Podziemski,2844.7,489,693,6
high,4.800000000000182,2880,1000000000000,1000000000000,401809999,2990984,Buddy Hield,2875.2,494,699,4
high,381.0,381.0,57,81,401810024,4433247,Jonathan Kuminga,0.0,0,0,1
high,381.0,381.0,58,82,401810024,4593016,Quinten Post,0.0,0,0,1
high,381.0,381.0,59,83,401810024,6430,Jimmy Butler III,0.0,0,0,1
high,516.0,516.0,80,116,401810024,6589,Draymond Green,0.0,0,0,1
high,551.0,551.0,87,127,401810024,3975,Stephen Curry,0.0,0,0,1
high,204.0,720.0,114,167,401810024,2990984,Buddy Hield,516.0,80,116,1
high,339.0,720.0,115,168,401810024,4431684,Trayce Jackson-Davis,381.0,59,83,1
high,472.0,853.0,132,194,401810024,4709138,Brandin Podziemski,381.0,58,82,1
high,225.0,945.0,144,212,401810024,4593016,Quinten Post,720.0,115,168,2
high,225.0,945.0,145,213,401810024,6589,Draymond Green,720.0,114,167,2
high,635.0,1016.0,163,239,401810024,4432171,Moses Moody,381.0,57,81,1
high,465.0,1016.0,164,240,401810024,6430,Jimmy Butler III,551.0,87,127,2
high,312.0,1257.0,203,299,401810024,4431684,Trayce Jackson-Davis,945.0,144,212,2
high,404.0,1257.0,204,300,401810024,4592714,Pat Spencer,853.0,132,194,1
high,495.0,1440.0,231,342,401810024,2990984,Buddy Hield,945.0,145,213,2
high,502.0,1759.0,281,418,401810024,4432171,Moses Moody,1257.0,203,299,2
high,400.0,1840.0,293,434,401810024,4593016,Quinten Post,1440.0,231,342,3
high,583.0,1840.0,294,435,401810024,6589,Draymond Green,1257.0,204,300,3
high,834.0,1850.0,298,443,401810024,4433247,Jonathan Kuminga,1016.0,163,239,2
high,143.0,1983.0,321,474,401810024,2990984,Buddy Hield,1840.0,294,435,3
high,967.0,1983.0,322,475,401810024,3975,Stephen Curry,1016.0,164,240,2
high,178.0,2028.0,326,484,401810024,4997536,Gui Santos,1850.0,298,443,1
high,264.5,2104.5,340,503,401810024,4431684,Trayce Jackson-Davis,1840.0,293,434,3
high,36.0,2140.5,343,508,401810024,4593016,Quinten Post,2104.5,340,503,4
high,132.0,2160.0,349,520,401810024,4433247,Jonathan Kuminga,2028.0,326,484,3
high,177.0,2160.0,350,521,401810024,4592714,Pat Spencer,1983.0,321,474,2
high,634.0,2393.0,386,575,401810024,4709138,Brandin Podziemski,1759.0,281,418,2
high,374.0,2534.0,407,607,401810024,4593016,Quinten Post,2160.0,349,520,5
high,374.0,2534.0,408,608,401810024,3975,Stephen Curry,2160.0,350,521,3
