confidence,duration_seconds,end_elapsed,end_event_index,end_sequence,game_id,player_id,player_name,start_elapsed,start_event_index,start_sequence,stint_number
high,277.0,2437.0,404,587,401836796,4432171,Moses Moody,2160.0,366,528,3
high,502.0,2437.0,405,588,401836796,6430,Jimmy Butler III,1935.0,320,464,4
high,318.0,2478.0,413,600,401836796,4592714,Pat Spencer,2160.0,365,527,3
high,314.0,2514.0,422,614,401836796,4593016,Quinten Post,2200.0,374,543,6
high,640.0,2532.0,425,619,401836796,4709138,Brandin Podziemski,1892.0,305,445,3
high,95.0,2532.0,426,620,401836796,4997536,Gui Santos,2437.0,405,588,2
high,69.0,2583.0,434,631,401836796,4431684,Trayce Jackson-Davis,2514.0,422,614,6
high,288.9000000000001,2871.9,492,714,401836796,4593016,Quinten Post,2583.0,434,631,7
high,443.0,2880,1000000000000,1000000000000,401836796,3975,Stephen Curry,2437.0,404,587,4
high,402.0,2880,1000000000000,1000000000000,401836796,4066436,De'Anthony Melton,2478.0,413,600,4
high,348.0,2880,1000000000000,1000000000000,401836796,4432171,Moses Moody,2532.0,425,619,4
high,348.0,2880,1000000000000,1000000000000,401836796,6430,Jimmy Butler III,2532.0,426,620,5
high,8.099999999999909,2880,1000000000000,1000000000000,401836796,4709138,Brandin Podziemski,2871.9,492,714,4
high,300.0,300.0,48,78,401836802,6430,Jimmy Butler III,0.0,0,0,1
high,300.0,300.0,49,79,401836802,4593016,Quinten Post,0.0,0,0,1
high,353.0,353.0,57,90,401836802,6589,Draymond Green,0.0,0,0,1
high,435.0,435.0,68,107,401836802,3975,Stephen Curry,0.0,0,0,1
high,511.0,511.0,81,127,401836802,4432171,Moses Moody,0.0,0,0,1
high,211.0,511.0,82,128,401836802,4066436,De'Anthony Melton,300.0,48,78,1
high,263.0,563.0,92,144,401836802,4431684,Trayce Jackson-Davis,300.0,49,79,1
high,189.70000000000005,700.7,111,171,401836802,4592714,Pat Spencer,511.0,81,127,1
high,285.0,720.0,121,184,401836802,6430,Jimmy Butler III,435.0,68,107,2
high,313.0,876.0,142,215,401836802,4593016,Quinten Post,563.0,92,144,2
high,564.0,917.0,148,226,401836802,4709138,Brandin Podziemski,353.0,57,90,1
high,254.0,974.0,160,242,401836802,6589,Draymond Green,720.0,121,184,2
high,273.29999999999995,974.0,161,243,401836802,3975,Stephen Curry,700.7,111,171,2
high,511.0,1022.0,172,262,401836802,2990984,Buddy Hield,511.0,82,128,1
high,254.0,1130.0,192,292,401836802,4997536,Gui Santos,876.0,142,215,1
high,332.0,1249.0,214,319,401836802,4066436,De'Anthony Melton,917.0,148,226,2
high,275.0,1249.0,215,320,401836802,4431684,Trayce Jackson-Davis,974.0,161,243,2
high,156.79999999999995,1405.8,240,356,401836802,4432171,Moses Moody,1249.0,214,319,2
high,299.5,1429.5,246,364,401836802,3975,Stephen Curry,1130.0,192,292,3
high,23.700000000000045,1429.5,247,365,401836802,4431684,Trayce Jackson-Davis,1405.8,240,356,3
high,418.0,1440.0,254,375,401836802,4709138,Brandin Podziemski,1022.0,172,262,2
high,10.5,1440.0,255,376,401836802,4066436,De'Anthony Melton,1429.5,246,364,3
high,10.5,1440.0,256,377,401836802,2990984,Buddy Hield,1429.5,247,365,2
high,701.0,1675.0,289,429,401836802,6430,Jimmy Butler III,974.0,160,242,3
high,323.0,1763.0,306,452,401836802,4593016,Quinten Post,1440.0,254,375,3
high,411.0,1851.0,322,475,401836802,4432171,Moses Moody,1440.0,255,376,3
high,602.0,1851.0,323,476,401836802,6589,Draymond Green,1249.0,215,320,3
high,476.0,1916.0,335,493,401836802,3975,Stephen Curry,1440.0,256,377,4
high,270.0,1945.0,342,505,401836802,4066436,De'Anthony Melton,1675.0,289,429,4
high,262.0,2025.0,358,529,401836802,4431684,Trayce Jackson-Davis,1763.0,306,452,4
high,13.0,2038.0,362,537,401836802,4593016,Quinten Post,2025.0,358,529,4
high,309.0,2160.0,383,566,401836802,6430,Jimmy Butler III,1851.0,322,475,4
high,215.0,2160.0,384,567,401836802,4592714,Pat Spencer,1945.0,342,505,2
high,122.0,2160.0,385,568,401836802,4997536,Gui Santos,2038.0,362,537,2
high,462.0,2378.0,412,615,401836802,2990984,Buddy Hield,1916.0,335,493,3
high,218.0,2378.0,413,616,401836802,4593016,Quinten Post,2160.0,383,566,5
high,390.0,2550.0,435,649,401836802,6589,Draymond Green,2160.0,384,567,4
high,390.0,2550.0,436,650,401836802,3975,Stephen Curry,2160.0,385,568,5
high,777.0,2628.0,450,673,401836802,4709138,Brandin Podziemski,1851.0,323,476,3
high,307.0,2685.0,458,685,401836802,4432171,Moses Moody,2378.0,412,615,4
high,135.0,2685.0,459,686,401836802,4431684,Trayce Jackson-Davis,2550.0,436,650,5
high,310.0999999999999,2860.1,487,730,401836802,4066436,De'Anthony Melton,2550.0,435,649,5
high,232.0999999999999,2860.1,488,731,401836802,3975,Stephen Curry,2628.0,450,673,6
high,0,2860.1,491,736,401836802,4593016,Quinten Post,2860.1,487,730,6
high,0,2860.1,492,737,401836802,4431684,Trayce Jackson-Davis,2860.1,488,731,6
high,6.700000000000273,2866.8,500,750,401836802,4432171,Moses Moody,2860.1,492,737,5
high,0,2866.8,504,756,401836802,4066436,De'Anthony Melton,2866.8,500,750,6
high,502.0,2880,1000000000000,1000000000000,401836802,6430,Jimmy Butler III,2378.0,413,616,5
high,195.0,2880,1000000000000,1000000000000,401836802,6589,Draymond Green,2685.0,458,685,5
high,195.0,2880,1000000000000,1000000000000,401836802,4709138,Brandin Podziemski,2685.0,459,686,4
high,19.90000000000009,2880,1000000000000,1000000000000,401836802,3975,Stephen Curry,2860.1,491,736,7
high,13.199999999999818,2880,1000000000000,1000000000000,401836802,4432171,Moses Moody,2866.8,504,756,6
high,237.0,237.0,40,59,401810233,6589,Draymond Green,0.0,0,0,1
high,321.0,321.0,54,77,401810233,4593016,Quinten Post,0.0,0,0,1
high,321.0,321.0,55,78,401810233,6430,Jimmy Butler III,0.0,0,0,1
high,364.0,364.0,64,94,401810233,4432171,Moses Moody,0.0,0,0,1
high,141.0,378.0,68,101,401810233,3134903,Gary Payton II,237.0,40,59,1
high,182.0,503.0,86,133,401810233,6589,Draymond Green,321.0,55,78,2
high,503.0,503.0,88,370,401810233,3975,Stephen Curry,0.0,0,0,1
high,182.0,503.0,89,371,401810233,4431684,Trayce Jackson-Davis,321.0,54,77,1
high,351.29999999999995,715.3,126,185,401810233,4709138,Brandin Podziemski,364.0,64,94,1
high,212.29999999999995,715.3,127,186,401810233,4593016,Quinten Post,503.0,86,133,2
high,342.0,720.0,135,201,401810233,4066436,De'Anthony Melton,378.0,68,101,1
high,217.0,720.0,136,202,401810233,6430,Jimmy Butler III,503.0,88,370,2
high,4.7000000000000455,720.0,137,203,401810233,3134903,Gary Payton II,715.3,126,185,2
high,463.0,966.0,168,252,401810233,2990984,Buddy Hield,503.0,89,371,1
high,250.70000000000005,966.0,169,253,401810233,6589,Draymond Green,715.3,127,186,3
high,246.0,966.0,170,254,401810233,3975,Stephen Curry,720.0,137,203,2
high,316.0,1036.0,183,277,401810233,4997536,Gui Santos,720.0,136,202,1
high,392.0,1112.0,195,294,401810233,4433247,Jonathan Kuminga,720.0,135,201,1
high,242.0,1208.0,206,311,401810233,4709138,Brandin Podziemski,966.0,169,253,2
high,242.0,1208.0,207,314,401810233,4593016,Quinten Post,966.0,168,252,3
high,214.0,1326.0,220,336,401810233,4066436,De'Anthony Melton,1112.0,195,294,2
high,114.0,1440.0,246,376,401810233,4709138,Brandin Podziemski,1326.0,220,336,3
high,746.0,1712.0,288,444,401810233,6430,Jimmy Butler III,966.0,170,254,3
high,308.0,1748.0,298,458,401810233,4593016,Quinten Post,1440.0,246,376,4
high,778.0,1814.0,315,482,401810233,4432171,Moses Moody,1036.0,183,277,2
high,102.0,1814.0,316,483,401810233,4066436,De'Anthony Melton,1712.0,288,444,3
high,606.0,1814.0,317,484,401810233,6589,Draymond Green,1208.0,207,314,4
high,135.0,1949.0,338,516,401810233,2990984,Buddy Hield,1814.0,315,482,2
high,741.0,1949.0,339,517,401810233,3975,Stephen Curry,1208.0,206,311,3
high,224.0,1972.0,345,527,401810233,4431684,Trayce Jackson-Davis,1748.0,298,458,2
high,324.0999999999999,2138.1,374,566,401810233,4709138,Brandin Podziemski,1814.0,316,483,4
high,324.0999999999999,2138.1,375,567,401810233,4997536,Gui Santos,1814.0,317,484,2
high,166.0999999999999,2138.1,376,573,401810233,4593016,Quinten Post,1972.0,345,527,5
high,208.80000000000018,2157.8,380,584,401810233,4432171,Moses Moody,1949.0,338,516,3
high,19.700000000000273,2157.8,381,585,401810233,3134903,Gary Payton II,2138.1,374,566,3
high,211.0,2160.0,388,595,401810233,6430,Jimmy Butler III,1949.0,339,517,4
high,21.90000000000009,2160.0,389,596,401810233,4066436,De'Anthony Melton,2138.1,375,567,4
high,2.199999999999818,2160.0,390,597,401810233,4593016,Quinten Post,2157.8,380,584,6
high,179.0,2339.0,420,648,401810233,4997536,Gui Santos,2160.0,388,595,3
high,179.0,2339.0,421,649,401810233,4433247,Jonathan Kuminga,2160.0,390,597,2
high,228.19999999999982,2386.0,429,664,401810233,4709138,Brandin Podziemski,2157.8,381,585,5
high,313.9000000000001,2452.0,440,679,401810233,6589,Draymond Green,2138.1,376,573,5
high,292.0,2452.0,441,680,401810233,3975,Stephen Curry,2160.0,389,596,4
high,194.0,2646.0,466,715,401810233,4066436,De'Anthony Melton,2452.0,441,680,5
high,328.0,2667.0,471,726,401810233,4432171,Moses Moody,2339.0,421,649,4
high,346.0,2732.0,482,742,401810233,4593016,Quinten Post,2386.0,429,664,7
high,406.3000000000002,2858.3,513,797,401810233,4709138,Brandin Podziemski,2452.0,440,679,6
high,212.30000000000018,2858.3,514,798,401810233,3975,Stephen Curry,2646.0,466,715,5
high,21.299999999999727,2879.6,519,810,401810233,3134903,Gary Payton II,2858.3,513,797,4
high,21.299999999999727,2879.6,520,811,401810233,4066436,De'Anthony Melton,2858.3,514,798,6
high,541.0,2880,1000000000000,1000000000000,401810233,6430,Jimmy Butler III,2339.0,420,648,5
high,213.0,2880,1000000000000,1000000000000,401810233,6589,Draymond Green,2667.0,471,726,6
high,148.0,2880,1000000000000,1000000000000,401810233,4432171,Moses Moody,2732.0,482,742,5
high,0.40000000000009095,2880,1000000000000,1000000000000,401810233,4709138,Brandin Podziemski,2879.6,519,810,7
high,0.40000000000009095,2880,1000000000000,1000000000000,401810233,3975,Stephen Curry,2879.6,520,811,6
high,243.0,243.0,32,47,401810247,6430,Jimmy Butler III,0.0,0,0,1
high,243.0,243.0,33,48,401810247,4593016,Quinten Post,0.0,0,0,1
high,355.0,355.0,50,77,401810247,4432171,Moses Moody,0.0,0,0,1
high,162.0,405.0,57,90,401810247,3134903,Gary Payton II,243.0,33,48,1
high,405.0,405.0,58,91,401810247,6589,Draymond Green,0.0,0,0,1
high,508.0,508.0,74,117,401810247,3975,Stephen Curry,0.0,0,0,1
high,262.0,617.0,91,142,401810247,4066436,De'Anthony Melton,355.0,50,77,1
high,82.89999999999998,699.9,99,157,401810247,4592714,Pat Spencer,617.0,91,142,1
high,203.5,711.5,104,167,401810247,4897262,Will Richard,508.0,74,117,1
high,11.600000000000023,711.5,105,168,401810247,3975,Stephen Curry,699.9,99,157,2
high,315.0,720.0,112,181,401810247,6430,Jimmy Butler III,405.0,57,90,2
high,315.0,720.0,113,182,401810247,4431684,Trayce Jackson-Davis,405.0,58,91,1
high,89.5,801.0,136,224,401810247,6589,Draymond Green,711.5,105,168,2
high,675.0,918.0,164,250,401810247,4709138,Brandin Podziemski,243.0,32,47,1
high,198.0,918.0,165,251,401810247,4432171,Moses Moody,720.0,113,182,2
high,198.0,918.0,166,252,401810247,3975,Stephen Curry,720.0,112,181,3
high,304.5,1016.0,175,268,401810247,3134903,Gary Payton II,711.5,104,167,2
high,278.0,1079.0,185,284,401810247,4593016,Quinten Post,801.0,136,224,2
high,238.0,1156.0,199,304,401810247,4592714,Pat Spencer,918.0,164,250,2
high,340.0,1356.0,235,358,401810247,4066436,De'Anthony Melton,1016.0,175,268,2
high,277.0,1356.0,236,359,401810247,4431684,Trayce Jackson-Davis,1079.0,185,284,2
high,61.799999999999955,1417.8,248,373,401810247,4593016,Quinten Post,1356.0,235,358,3
high,61.799999999999955,1417.8,249,374,401810247,4709138,Brandin Podziemski,1356.0,236,359,2
high,522.0,1440.0,261,394,401810247,4897262,Will Richard,918.0,165,251,2
high,22.200000000000045,1440.0,262,395,401810247,4066436,De'Anthony Melton,1417.8,248,373,3
high,22.200000000000045,1440.0,263,396,401810247,4431684,Trayce Jackson-Davis,1417.8,249,374,3
high,763.0,1681.0,310,465,401810247,6430,Jimmy Butler III,918.0,166,252,3
high,241.0,1681.0,311,466,401810247,4593016,Quinten Post,1440.0,263,396,4
high,421.0,1861.0,339,508,401810247,4709138,Brandin Podziemski,1440.0,262,395,3
high,421.0,1861.0,340,509,401810247,4432171,Moses Moody,1440.0,261,394,3
high,180.0,1861.0,341,510,401810247,3134903,Gary Payton II,1681.0,310,465,3
high,180.0,1861.0,342,511,401810247,4431684,Trayce Jackson-Davis,1681.0,311,466,4
high,821.0,1977.0,354,531,401810247,3975,Stephen Curry,1156.0,199,304,4
high,296.5999999999999,2157.6,388,579,401810247,4593016,Quinten Post,1861.0,339,508,5
high,181.69999999999982,2158.7,394,589,401810247,4897262,Will Richard,1977.0,354,531,3
high,297.6999999999998,2158.7,395,590,401810247,4066436,De'Anthony Melton,1861.0,340,509,4
high,297.6999999999998,2158.7,396,591,401810247,4592714,Pat Spencer,1861.0,341,510,3
high,299.0,2160.0,402,602,401810247,6430,Jimmy Butler III,1861.0,342,511,4
high,2.400000000000091,2160.0,403,603,401810247,4431684,Trayce Jackson-Davis,2157.6,388,579,5
high,249.30000000000018,2408.0,440,654,401810247,4593016,Quinten Post,2158.7,394,589,6
high,249.30000000000018,2408.0,441,655,401810247,3975,Stephen Curry,2158.7,396,591,5
high,292.0,2452.0,447,667,401810247,3134903,Gary Payton II,2160.0,403,603,4
high,395.3000000000002,2554.0,465,694,401810247,4709138,Brandin Podziemski,2158.7,395,590,4
high,394.0,2554.0,466,695,401810247,4997536,Gui Santos,2160.0,402,602,1
high,79.0,2633.0,479,715,401810247,4432171,Moses Moody,2554.0,466,695,4
high,197.0,2649.0,483,722,401810247,4897262,Will Richard,2452.0,447,667,4
high,241.0,2649.0,484,723,401810247,4431684,Trayce Jackson-Davis,2408.0,441,655,6
high,176.4000000000001,2825.4,505,753,401810247,4593016,Quinten Post,2649.0,483,722,7
high,180.5,2829.5,509,759,401810247,3134903,Gary Payton II,2649.0,484,723,5
high,4.099999999999909,2829.5,510,761,401810247,4431684,Trayce Jackson-Davis,2825.4,505,753,7
high,38.40000000000009,2867.9,518,771,401810247,4897262,Will Richard,2829.5,509,759,5
high,38.40000000000009,2867.9,519,772,401810247,4593016,Quinten Post,2829.5,510,761,8
high,313.9000000000001,2867.9,523,779,401810247,3975,Stephen Curry,2554.0,465,694,6
high,0,2867.9,524,780,401810247,4431684,Trayce Jackson-Davis,2867.9,519,772,8
high,2.299999999999727,2870.2,530,791,401810247,3134903,Gary Payton II,2867.9,518,771,6
high,241.30000000000018,2874.3,535,800,401810247,4709138,Brandin Podziemski,2633.0,479,715,5
high,4.100000000000364,2874.3,536,801,401810247,3975,Stephen Curry,2870.2,530,791,7
high,472.0,2880,1000000000000,1000000000000,401810247,6430,Jimmy Butler III,2408.0,440,654,5
high,12.099999999999909,2880,1000000000000,1000000000000,401810247,4897262,Will Richard,2867.9,523,779,6
high,12.099999999999909,2880,1000000000000,1000000000000,401810247,4066436,De'Anthony Melton,2867.9,524,780,5
high,5.699999999999818,2880,1000000000000,1000000000000,401810247,3134903,Gary Payton II,2874.3,535,800,7
high,5.699999999999818,2880,1000000000000,1000000000000,401810247,4431684,Trayce Jackson-Davis,2874.3,536,801,9
high,221.0,221.0,26,37,401810262,6430,Jimmy Butler III,0.0,0,0,1
high,221.0,221.0,27,38,401810262,4593016,Quinten Post,0.0,0,0,1
high,134.0,355.0,45,66,401810262,3134903,Gary Payton II,221.0,27,38,1
high,361.0,361.0,48,72,401810262,4432171,Moses Moody,0.0,0,0,1
high,361.0,361.0,49,73,401810262,6589,Draymond Green,0.0,0,0,1
high,482.0,482.0,65,102,401810262,3975,Stephen Curry,0.0,0,0,1
high,303.0,524.0,70,111,401810262,4709138,Brandin Podziemski,221.0,26,37,1
high,217.0,572.0,77,121,401810262,4431684,Trayce Jackson-Davis,355.0,45,66,1
high,238.0,720.0,117,165,401810262,4897262,Will Richard,482.0,65,102,1
high,359.0,720.0,118,166,401810262,4066436,De'Anthony Melton,361.0,48,72,1
high,359.0,720.0,119,167,401810262,6430,Jimmy Butler III,361.0,49,73,2
high,196.0,720.0,120,168,401810262,4592714,Pat Spencer,524.0,70,111,1
high,148.0,720.0,121,169,401810262,4593016,Quinten Post,572.0,77,121,2
high,276.0,996.0,167,245,401810262,3134903,Gary Payton II,720.0,121,169,2
high,276.0,996.0,168,246,401810262,6589,Draymond Green,720.0,118,166,2
high,276.0,996.0,169,247,401810262,3975,Stephen Curry,720.0,117,165,2
high,315.0,1035.0,179,264,401810262,4709138,Brandin Podziemski,720.0,119,167,2
high,315.0,1035.0,180,265,401810262,4432171,Moses Moody,720.0,120,168,2
high,183.0,1179.0,207,300,401810262,4592714,Pat Spencer,996.0,167,245,2
high,185.0,1220.0,216,313,401810262,4897262,Will Richard,1035.0,180,265,2
high,185.0,1220.0,217,314,401810262,4066436,De'Anthony Melton,1035.0,179,264,2
high,224.0,1220.0,218,315,401810262,4593016,Quinten Post,996.0,169,247,3
high,220.0,1440.0,259,371,401810262,4709138,Brandin Podziemski,1220.0,217,314,3
high,429.0,1649.0,282,407,401810262,6589,Draymond Green,1220.0,216,313,3
high,790.0,1786.0,296,428,401810262,6430,Jimmy Butler III,996.0,168,246,3
high,346.0,1786.0,297,429,401810262,4593016,Quinten Post,1440.0,259,371,4
high,636.0,1856.0,313,455,401810262,4432171,Moses Moody,1220.0,218,315,3
high,224.0,1873.0,316,460,401810262,4709138,Brandin Podziemski,1649.0,282,407,4
high,210.0,1996.0,338,490,401810262,3134903,Gary Payton II,1786.0,297,429,3
high,123.0,1996.0,339,491,401810262,4997536,Gui Santos,1873.0,316,460,1
high,817.0,1996.0,340,492,401810262,3975,Stephen Curry,1179.0,207,300,3
high,210.0,1996.0,341,493,401810262,4431684,Trayce Jackson-Davis,1786.0,296,428,2
high,195.0,2051.0,354,516,401810262,4066436,De'Anthony Melton,1856.0,313,455,3
high,158.19999999999982,2154.2,367,535,401810262,4897262,Will Richard,1996.0,339,491,3
high,164.0,2160.0,375,551,401810262,6430,Jimmy Butler III,1996.0,341,493,4
high,381.0,2377.0,412,602,401810262,4593016,Quinten Post,1996.0,340,492,5
high,288.0,2448.0,427,621,401810262,4997536,Gui Santos,2160.0,375,551,2
high,293.8000000000002,2448.0,428,622,401810262,3975,Stephen Curry,2154.2,367,535,4
high,497.0,2493.0,435,633,401810262,4709138,Brandin Podziemski,1996.0,338,490,5
high,116.0,2493.0,436,634,401810262,4431684,Trayce Jackson-Davis,2377.0,412,602,3
high,145.0,2593.0,451,656,401810262,4592714,Pat Spencer,2448.0,427,621,3
high,91.0,2684.0,470,685,401810262,4709138,Brandin Podziemski,2593.0,451,656,6
high,633.0,2684.0,471,686,401810262,4432171,Moses Moody,2051.0,354,516,4
high,191.0,2684.0,472,687,401810262,4066436,De'Anthony Melton,2493.0,436,634,4
high,236.0,2684.0,473,688,401810262,6430,Jimmy Butler III,2448.0,428,622,5
high,191.0,2684.0,474,689,401810262,4593016,Quinten Post,2493.0,435,633,6
high,196.0,2880,1000000000000,1000000000000,401810262,4431684,Trayce Jackson-Davis,2684.0,470,685,4
high,196.0,2880,1000000000000,1000000000000,401810262,4592714,Pat Spencer,2684.0,471,686,4
high,196.0,2880,1000000000000,1000000000000,401810262,4897262,Will Richard,2684.0,472,687,4
high,196.0,2880,1000000000000,1000000000000,401810262,4997536,Gui Santos,2684.0,473,688,3
high,196.0,2880,1000000000000,1000000000000,401810262,2990984,Buddy Hield,2684.0,474,689,1
high,280.0,280.0,53,71,401809240,4593016,Quinten Post,0.0,0,0,1
high,295.0,295.0,58,78,401809240,6430,Jimmy Butler III,0.0,0,0,1
high,369.0,369.0,72,100,401809240,6589,Draymond Green,0.0,0,0,1
high,74.0,369.0,73,101,401809240,3134903,Gary Payton II,295.0,58,78,1
high,393.0,393.0,80,113,401809240,4432171,Moses Moody,0.0,0,0,1
high,522.0,522.0,103,151,401809240,3975,Stephen Curry,0.0,0,0,1
high,153.0,522.0,104,152,401809240,4431684,Trayce Jackson-Davis,369.0,72,100,1
high,351.0,720.0,135,196,401809240,4066436,De'Anthony Melton,369.0,73,101,1
high,198.0,720.0,136,197,401809240,6430,Jimmy Butler III,522.0,104,152,2
high,415.0,808.0,153,222,401809240,3213,Al Horford,393.0,80,113,1
high,613.0,893.0,167,241,401809240,4709138,Brandin Podziemski,280.0,53,71,1
high,371.0,893.0,168,242,401809240,4897262,Will Richard,522.0,103,151,1
high,122.0,1015.0,185,269,401809240,3134903,Gary Payton II,893.0,167,241,2
high,207.0,1015.0,186,270,401809240,4593016,Quinten Post,808.0,153,222,2
high,295.0,1015.0,187,271,401809240,6589,Draymond Green,720.0,135,196,2
high,295.0,1015.0,188,272,401809240,3975,Stephen Curry,720.0,136,197,2
high,352.0,1367.0,235,341,401809240,4066436,De'Anthony Melton,1015.0,186,270,2
high,352.0,1367.0,236,342,401809240,4431684,Trayce Jackson-Davis,1015.0,185,269,2
high,425.0,1440.0,253,367,401809240,4709138,Brandin Podziemski,1015.0,187,271,2
high,693.0,1708.0,288,415,401809240,6430,Jimmy Butler III,1015.0,188,272,3
high,268.0,1708.0,289,416,401809240,4593016,Quinten Post,1440.0,253,367,3
high,992.0,1885.0,312,450,401809240,4432171,Moses Moody,893.0,168,242,2
high,518.0,1885.0,313,451,401809240,6589,Draymond Green,1367.0,235,341,3
high,203.0,1911.0,318,460,401809240,3134903,Gary Payton II,1708.0,288,415,3
high,544.0,1911.0,319,461,401809240,3975,Stephen Curry,1367.0,236,342,3
high,447.9000000000001,2155.9,358,517,401809240,4709138,Brandin Podziemski,1708.0,289,416,3
high,270.9000000000001,2155.9,359,518,401809240,3213,Al Horford,1885.0,312,450,2
high,275.0,2160.0,367,530,401809240,4066436,De'Anthony Melton,1885.0,313,451,3
high,249.0,2160.0,368,531,401809240,6430,Jimmy Butler III,1911.0,319,461,4
high,4.099999999999909,2160.0,369,532,401809240,4431684,Trayce Jackson-Davis,2155.9,358,517,3
high,4.099999999999909,2160.0,370,533,401809240,3134903,Gary Payton II,2155.9,359,518,4
high,62.0,2222.0,379,551,401809240,4593016,Quinten Post,2160.0,368,531,4
high,393.0,2304.0,390,568,401809240,4897262,Will Richard,1911.0,318,460,2
high,194.0,2354.0,404,586,401809240,6589,Draymond Green,2160.0,369,532,4
high,192.0,2414.0,419,607,401809240,3134903,Gary Payton II,2222.0,379,551,5
high,254.0,2414.0,420,608,401809240,3975,Stephen Curry,2160.0,370,533,4
high,218.0,2522.0,445,649,401809240,4709138,Brandin Podziemski,2304.0,390,568,4
high,249.0,2603.0,457,665,401809240,4431684,Trayce Jackson-Davis,2354.0,404,586,4
high,443.0,2603.0,459,669,401809240,4432171,Moses Moody,2160.0,367,530,3
high,466.0,2880,1000000000000,1000000000000,401809240,6430,Jimmy Butler III,2414.0,419,607,5
high,466.0,2880,1000000000000,1000000000000,401809240,4066436,De'Anthony Melton,2414.0,420,608,4
high,358.0,2880,1000000000000,1000000000000,401809240,3975,Stephen Curry,2522.0,445,649,5
high,277.0,2880,1000000000000,1000000000000,401809240,6589,Draymond Green,2603.0,457,665,5
high,277.0,2880,1000000000000,1000000000000,401809240,3134903,Gary Payton II,2603.0,459,669,6
high,236.0,236.0,35,53,401810296,6430,Jimmy Butler III,0.0,0,0,1
high,368.0,368.0,56,79,401810296,4593016,Quinten Post,0.0,0,0,1
high,368.0,368.0,57,80,401810296,6589,Draymond Green,0.0,0,0,1
high,445.0,445.0,70,103,401810296,4432171,Moses Moody,0.0,0,0,1
high,542.0,542.0,78,120,401810296,3975,Stephen Curry,0.0,0,0,1
high,306.0,542.0,82,125,401810296,3134903,Gary Payton II,236.0,35,53,1
high,352.0,720.0,112,168,401810296,4709138,Brandin Podziemski,368.0,57,80,1
high,275.0,720.0,113,169,401810296,6430,Jimmy Butler III,445.0,70,103,2
high,352.0,720.0,114,170,401810296,3213,Al Horford,368.0,56,79,1
high,196.0,916.0,144,220,401810296,3134903,Gary Payton II,720.0,113,169,2
high,451.0,993.0,157,240,401810296,2990984,Buddy Hield,542.0,82,125,1
high,273.0,993.0,158,241,401810296,6589,Draymond Green,720.0,114,170,2
high,487.0,1029.0,163,251,401810296,4897262,Will Richard,542.0,78,120,1
high,361.0,1081.0,178,272,401810296,3975,Stephen Curry,720.0,112,168,2
high,134.0,1127.0,188,287,401810296,3213,Al Horford,993.0,157,240,2
high,273.0,1266.0,213,321,401810296,4432171,Moses Moody,993.0,158,241,2
high,139.0,1266.0,214,322,401810296,4593016,Quinten Post,1127.0,188,287,2
high,411.0,1440.0,247,371,401810296,4709138,Brandin Podziemski,1029.0,163,251,2
high,359.0,1440.0,248,372,401810296,4897262,Will Richard,1081.0,178,272,2
high,794.0,1710.0,289,431,401810296,6430,Jimmy Butler III,916.0,144,220,3
high,295.0,1735.0,293,437,401810296,4593016,Quinten Post,1440.0,247,371,3
high,458.0,1898.0,320,478,401810296,4432171,Moses Moody,1440.0,248,372,3
high,632.0,1898.0,321,479,401810296,6589,Draymond Green,1266.0,213,321,3
high,704.0,1970.0,334,495,401810296,3975,Stephen Curry,1266.0,214,322,3
high,425.0,2160.0,368,547,401810296,4709138,Brandin Podziemski,1735.0,293,437,3
high,262.0,2160.0,369,548,401810296,6430,Jimmy Butler III,1898.0,321,479,4
high,262.0,2160.0,370,549,401810296,3213,Al Horford,1898.0,320,478,3
high,190.0,2160.0,371,550,401810296,3134903,Gary Payton II,1970.0,334,495,3
high,699.0,2409.0,423,626,401810296,4897262,Will Richard,1710.0,289,431,3
high,249.0,2409.0,424,627,401810296,6589,Draymond Green,2160.0,369,548,4
high,249.0,2409.0,425,628,401810296,3975,Stephen Curry,2160.0,368,547,4
high,328.0,2488.0,436,648,401810296,4432171,Moses Moody,2160.0,370,549,4
high,328.0,2488.0,437,649,401810296,2990984,Buddy Hield,2160.0,371,550,2
high,79.0,2488.0,438,650,401810296,4593016,Quinten Post,2409.0,423,626,4
high,219.0,2628.0,460,691,401810296,4709138,Brandin Podziemski,2409.0,424,627,4
high,263.0,2751.0,471,698,401810296,3213,Al Horford,2488.0,436,648,4
high,64.0,2815.0,481,714,401810296,4432171,Moses Moody,2751.0,471,698,5
high,389.5999999999999,2877.6,495,733,401810296,3975,Stephen Curry,2488.0,438,650,5
high,62.59999999999991,2877.6,496,734,401810296,4709138,Brandin Podziemski,2815.0,481,714,5
high,2.400000000000091,2880.0,500,740,401810296,3134903,Gary Payton II,2877.6,495,733,4
high,485.0,2973.0,517,767,401810296,4897262,Will Richard,2488.0,437,649,4
high,95.40000000000009,2973.0,518,768,401810296,4432171,Moses Moody,2877.6,496,734,6
high,694.0,3103.0,537,797,401810296,6430,Jimmy Butler III,2409.0,425,628,5
high,475.0,3103.0,538,798,401810296,6589,Draymond Green,2628.0,460,691,5
high,223.0,3103.0,539,799,401810296,3975,Stephen Curry,2880.0,500,740,6
high,207.0,3180,1000000000000,1000000000000,401810296,4593016,Quinten Post,2973.0,517,767,5
high,207.0,3180,1000000000000,1000000000000,401810296,4709138,Brandin Podziemski,2973.0,518,768,6
