attempts,clock,date,game_id,interruptions,makes,opponent,period,player_id,player_name,result_sequence,segment,trip_id,trip_length,trip_type,venue
2,8.4,2025-11-19,401810104,,1,ORL,3,6430,Jimmy Butler III,M-X,Regular Season,401810104-401810104509,2,shooting,away
1,9:53,2025-11-19,401810104,,1,ORL,4,6430,Jimmy Butler III,M,Regular Season,401810104-401810104545,1,technical,away
2,9:40,2025-11-19,401810104,,2,ORL,4,6430,Jimmy Butler III,M-M,Regular Season,401810104-401810104548,2,technical,away
2,6:14,2025-11-19,401810104,,1,ORL,4,6430,Jimmy Butler III,X-M,Regular Season,401810104-401810104600,2,shooting,away
1,3:09,2025-11-19,401810104,,0,ORL,4,3975,Stephen Curry,X,Regular Season,401810104-401810104647,1,technical,away
2,1:17,2025-11-19,401810104,,2,ORL,4,6430,Jimmy Butler III,M-M,Regular Season,401810104-401810104677,2,shooting,away
2,10:31,2025-11-20,401810112,,2,MIA,1,4709138,Brandin Podziemski,M-M,Regular Season,401810112-40181011221,2,shooting,away
2,9:54,2025-11-20,401810112,,2,MIA,1,4432171,Moses Moody,M-M,Regular Season,401810112-40181011227,2,shooting,away
2,6:30,2025-11-20,401810112,,0,MIA,1,4431684,Trayce Jackson-Davis,X-X,Regular Season,401810112-40181011274,2,shooting,away
1,3:30,2025-11-20,401810112,substitution,1,MIA,1,4709138,Brandin Podziemski,M,Regular Season,401810112-401810112135,1,and-one,away
2,6:26,2025-11-20,401810112,,2,MIA,2,3134903,Gary Payton II,M-M,Regular Season,401810112-401810112272,2,shooting,away
2,4:53,2025-11-20,401810112,,2,MIA,2,4431684,Trayce Jackson-Davis,M-M,Regular Season,401810112-401810112299,2,shooting,away
2,11:33,2025-11-20,401810112,,1,MIA,3,4431684,Trayce Jackson-Davis,M-X,Regular Season,401810112-401810112388,2,shooting,away
1,10:54,2025-11-20,401810112,,1,MIA,3,4431684,Trayce Jackson-Davis,M,Regular Season,401810112-401810112399,1,and-one,away
2,6:32,2025-11-20,401810112,,2,MIA,3,4709138,Brandin Podziemski,M-M,Regular Season,401810112-401810112450,2,shooting,away
2,2:24,2025-11-20,401810112,,1,MIA,3,4997536,Gui Santos,X-M,Regular Season,401810112-401810112506,2,shooting,away
2,6:38,2025-11-20,401810112,,1,MIA,4,4709138,Brandin Podziemski,X-M,Regular Season,401810112-401810112629,2,shooting,away
2,4:05,2025-11-22,401809798,,2,POR,1,3213,Al Horford,M-M,Regular Season,401809798-401809798128,2,shooting,home
2,31.1,2025-11-22,401809798,,2,POR,1,4709138,Brandin Podziemski,M-M,Regular Season,401809798-401809798169,2,shooting,home
2,10:09,2025-11-22,401809798,timeout;substitution,1,POR,2,4709138,Brandin Podziemski,X-M,Regular Season,401809798-401809798221,2,shooting,home
2,9:37,2025-11-22,401809798,,1,POR,2,4709138,Brandin Podziemski,X-M,Regular Season,401809798-401809798232,2,shooting,home
2,8:35,2025-11-22,401809798,,2,POR,2,4709138,Brandin Podziemski,M-M,Regular Season,401809798-401809798243,2,shooting,home
2,8:07,2025-11-22,401809798,,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401809798-401809798253,2,shooting,home
2,7:35,2025-11-22,401809798,,2,POR,2,4593016,Quinten Post,M-M,Regular Season,401809798-401809798259,2,shooting,home
2,6:09,2025-11-22,401809798,,1,POR,2,6589,Draymond Green,M-X,Regular Season,401809798-401809798279,2,shooting,home
1,5:09,2025-11-22,401809798,substitution,1,POR,2,3975,Stephen Curry,M,Regular Season,401809798-401809798302,1,and-one,home
1,1:32,2025-11-22,401809798,,1,POR,2,6430,Jimmy Butler III,M,Regular Season,401809798-401809798356,1,and-one,home
2,9:47,2025-11-22,401809798,,2,POR,3,6430,Jimmy Butler III,M-M,Regular Season,401809798-401809798404,2,shooting,home
2,2:31,2025-11-22,401809798,timeout;substitution,1,POR,3,6430,Jimmy Butler III,X-M,Regular Season,401809798-401809798513,2,shooting,home
2,1:25,2025-11-22,401809798,,2,POR,3,4709138,Brandin Podziemski,M-M,Regular Season,401809798-401809798529,2,shooting,home
2,9:55,2025-11-22,401809798,,2,POR,4,6430,Jimmy Butler III,M-M,Regular Season,401809798-401809798585,2,shooting,home
2,5:41,2025-11-22,401809798,timeout;substitution,2,POR,4,4432171,Moses Moody,M-M,Regular Season,401809798-401809798661,2,shooting,home
2,43.2,2025-11-22,401809798,,2,POR,4,6430,Jimmy Butler III,M-M,Regular Season,401809798-401809798720,2,shooting,home
1,8:42,2025-11-25,401810146,,1,UTAH,1,6430,Jimmy Butler III,M,Regular Season,401810146-40181014638,1,and-one,home
2,1:00,2025-11-25,401810146,,2,UTAH,1,4997536,Gui Santos,M-M,Regular Season,401810146-401810146142,2,shooting,home
2,13.7,2025-11-25,401810146,,2,UTAH,1,4709138,Brandin Podziemski,M-M,Regular Season,401810146-401810146153,2,shooting,home
1,5:08,2025-11-25,401810146,substitution,1,UTAH,3,3975,Stephen Curry,M,Regular Season,401810146-401810146447,1,and-one,home
2,3:50,2025-11-25,401810146,,1,UTAH,3,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810146-401810146465,2,shooting,home
2,2:25,2025-11-25,401810146,,1,UTAH,3,6430,Jimmy Butler III,X-M,Regular Season,401810146-401810146486,2,shooting,home
2,1:11,2025-11-25,401810146,,2,UTAH,3,4593016,Quinten Post,M-M,Regular Season,401810146-401810146503,2,shooting,home
2,9:35,2025-11-25,401810146,,1,UTAH,4,4897262,Will Richard,X-M,Regular Season,401810146-401810146563,2,shooting,home
2,8:36,2025-11-25,401810146,,1,UTAH,4,4592714,Pat Spencer,X-M,Regular Season,401810146-401810146581,2,shooting,home
2,1:40,2025-11-25,401810146,,1,UTAH,4,4709138,Brandin Podziemski,X-M,Regular Season,401810146-401810146701,2,shooting,home
2,8:10,2025-11-27,401809808,,2,HOU,1,4432171,Moses Moody,M-M,Regular Season,401809808-40180980833,2,shooting,home
2,5:33,2025-11-27,401809808,,2,HOU,1,4432171,Moses Moody,M-M,Regular Season,401809808-40180980870,2,shooting,home
1,10:53,2025-11-27,401809808,,1,HOU,2,6430,Jimmy Butler III,M,Regular Season,401809808-401809808167,1,and-one,home
2,8:19,2025-11-27,401809808,,2,HOU,2,6430,Jimmy Butler III,M-M,Regular Season,401809808-401809808191,2,shooting,home
2,2:02,2025-11-27,401809808,timeout;review/challenge;substitution,2,HOU,2,4897262,Will Richard,M-M,Regular Season,401809808-401809808297,2,flagrant,home
2,6:01,2025-11-27,401809808,,1,HOU,3,4593016,Quinten Post,X-M,Regular Season,401809808-401809808408,2,shooting,home
2,3:28,2025-11-27,401809808,,2,HOU,3,3975,Stephen Curry,M-M,Regular Season,401809808-401809808446,2,shooting,home
2,9:14,2025-11-27,401809808,,2,HOU,4,6430,Jimmy Butler III,M-M,Regular Season,401809808-401809808545,2,shooting,home
2,7:09,2025-11-27,401809808,,2,HOU,4,6430,Jimmy Butler III,M-M,Regular Season,401809808-401809808578,2,shooting,home
2,3:17,2025-11-27,401809808,,0,HOU,4,4709138,Brandin Podziemski,X-X,Regular Season,401809808-401809808637,2,shooting,home
2,47.9,2025-11-27,401809808,,2,HOU,4,3975,Stephen Curry,M-M,Regular Season,401809808-401809808669,2,shooting,home
2,10:17,2025-11-30,401810153,,2,NO,1,6430,Jimmy Butler III,M-M,Regular Season,401810153-40181015323,2,shooting,home
2,22.2,2025-11-30,401810153,,2,NO,1,6430,Jimmy Butler III,M-M,Regular Season,401810153-401810153171,2,shooting,home
2,9:39,2025-11-30,401810153,,2,NO,2,4709138,Brandin Podziemski,M-M,Regular Season,401810153-401810153224,2,shooting,home
1,3:53,2025-11-30,401810153,substitution,1,NO,2,4432171,Moses Moody,M,Regular Season,401810153-401810153295,1,and-one,home
2,2:26,2025-11-30,401810153,review/challenge,1,NO,2,6430,Jimmy Butler III,X-M,Regular Season,401810153-401810153320,2,flagrant,home
2,11:33,2025-11-30,401810153,,1,NO,3,6430,Jimmy Butler III,X-M,Regular Season,401810153-401810153372,2,shooting,home
2,6:15,2025-11-30,401810153,,1,NO,3,6430,Jimmy Butler III,M-X,Regular Season,401810153-401810153432,2,shooting,home
1,10:41,2025-11-30,401810153,,1,NO,4,4593016,Quinten Post,M,Regular Season,401810153-401810153572,1,and-one,home
2,40.2,2025-11-30,401810153,,2,NO,4,6589,Draymond Green,M-M,Regular Season,401810153-401810153721,2,technical,home
2,30.5,2025-11-30,401810153,,1,NO,4,6430,Jimmy Butler III,X-M,Regular Season,401810153-401810153734,2,transition-take,home
2,24.7,2025-11-30,401810153,,2,NO,4,6430,Jimmy Butler III,M-M,Regular Season,401810153-401810153743,2,transition-take,home
1,7:57,2025-12-03,401810178,,0,OKC,1,4709138,Brandin Podziemski,X,Regular Season,401810178-40181017852,1,and-one,home
3,39.5,2025-12-03,401810178,,3,OKC,1,2990984,Buddy Hield,M-M-M,Regular Season,401810178-401810178150,3,shooting,home
1,11:02,2025-12-03,401810178,,1,OKC,2,6430,Jimmy Butler III,M,Regular Season,401810178-401810178193,1,and-one,home
2,9:51,2025-12-03,401810178,,2,OKC,3,4709138,Brandin Podziemski,M-M,Regular Season,401810178-401810178364,2,shooting,home
1,8:56,2025-12-03,401810178,,1,OKC,3,3134903,Gary Payton II,M,Regular Season,401810178-401810178381,1,and-one,home
2,12.1,2025-12-03,401810178,,1,OKC,3,4433247,Jonathan Kuminga,X-M,Regular Season,401810178-401810178487,2,shooting,home
2,11:22,2025-12-05,401810188,,0,PHI,3,4431684,Trayce Jackson-Davis,X-X,Regular Season,401810188-401810188329,2,shooting,away
2,10:49,2025-12-05,401810188,,2,PHI,3,4432171,Moses Moody,M-M,Regular Season,401810188-401810188337,2,shooting,away
2,7:52,2025-12-05,401810188,,2,PHI,3,4709138,Brandin Podziemski,M-M,Regular Season,401810188-401810188371,2,shooting,away
2,3:57,2025-12-05,401810188,,2,PHI,3,4066436,De'Anthony Melton,M-M,Regular Season,401810188-401810188432,2,shooting,away
2,3:25,2025-12-05,401810188,,2,PHI,3,4066436,De'Anthony Melton,M-M,Regular Season,401810188-401810188438,2,shooting,away
2,2:52,2025-12-05,401810188,,0,PHI,3,4433247,Jonathan Kuminga,X-X,Regular Season,401810188-401810188445,2,shooting,away
2,9:58,2025-12-05,401810188,,2,PHI,4,4592714,Pat Spencer,M-M,Regular Season,401810188-401810188521,2,shooting,away
2,5:22,2025-12-05,401810188,,2,PHI,4,4592714,Pat Spencer,M-M,Regular Season,401810188-401810188591,2,shooting,away
2,4:51,2025-12-07,401810207,,2,CLE,1,4432171,Moses Moody,M-M,Regular Season,401810207-401810207107,2,shooting,away
1,9:19,2025-12-07,401810207,,1,CLE,2,2990984,Buddy Hield,M,Regular Season,401810207-401810207214,1,technical,away
2,6:08,2025-12-07,401810207,,1,CLE,2,4997536,Gui Santos,X-M,Regular Season,401810207-401810207267,2,shooting,away
2,4:44,2025-12-07,401810207,,2,CLE,2,4997536,Gui Santos,M-M,Regular Season,401810207-401810207290,2,shooting,away
2,7:54,2025-12-07,401810207,,2,CLE,3,4433247,Jonathan Kuminga,M-M,Regular Season,401810207-401810207408,2,shooting,away
2,7:30,2025-12-07,401810207,,2,CLE,3,4431684,Trayce Jackson-Davis,M-M,Regular Season,401810207-401810207420,2,shooting,away
2,6:10,2025-12-07,401810207,timeout;substitution,2,CLE,3,4897262,Will Richard,M-M,Regular Season,401810207-401810207445,2,shooting,away
1,4:19,2025-12-07,401810207,substitution,0,CLE,3,4432171,Moses Moody,X,Regular Season,401810207-401810207486,1,and-one,away
2,1:55,2025-12-07,401810207,,2,CLE,3,4432171,Moses Moody,M-M,Regular Season,401810207-401810207520,2,shooting,away
1,9:12,2025-12-07,401810207,,1,CLE,4,2990984,Buddy Hield,M,Regular Season,401810207-401810207575,1,technical,away
2,9:07,2025-12-07,401810207,,2,CLE,4,4997536,Gui Santos,M-M,Regular Season,401810207-401810207578,2,technical,away
2,11.3,2025-12-07,401810207,,1,CLE,4,4997536,Gui Santos,M-X,Regular Season,401810207-401810207707,2,shooting,away
2,4.1,2025-12-07,401810207,,2,CLE,4,4592714,Pat Spencer,M-M,Regular Season,401810207-401810207718,2,shooting,away
2,7:26,2025-12-08,401810216,,1,CHI,2,6430,Jimmy Butler III,X-M,Regular Season,401810216-401810216209,2,shooting,away
2,2:15,2025-12-08,401810216,,2,CHI,2,6430,Jimmy Butler III,M-M,Regular Season,401810216-401810216295,2,shooting,away
2,14.7,2025-12-08,401810216,,1,CHI,2,6430,Jimmy Butler III,X-M,Regular Season,401810216-401810216336,2,shooting,away
2,11:50,2025-12-08,401810216,,2,CHI,3,6430,Jimmy Butler III,M-M,Regular Season,401810216-401810216360,2,shooting,away
3,5:20,2025-12-08,401810216,,2,CHI,3,4432171,Moses Moody,M-M-X,Regular Season,401810216-401810216448,3,shooting,away
2,4:34,2025-12-08,401810216,,1,CHI,3,4066436,De'Anthony Melton,M-X,Regular Season,401810216-401810216472,2,shooting,away
2,11.6,2025-12-08,401810216,,1,CHI,3,6430,Jimmy Butler III,M-X,Regular Season,401810216-401810216539,2,shooting,away
2,4:50,2025-12-08,401810216,,1,CHI,4,4066436,De'Anthony Melton,M-X,Regular Season,401810216-401810216644,2,shooting,away
2,2:47,2025-12-08,401810216,timeout,2,CHI,4,4709138,Brandin Podziemski,M-M,Regular Season,401810216-401810216681,2,shooting,away
2,4:09,2025-12-13,401836796,,2,MIN,1,4431684,Trayce Jackson-Davis,M-M,Regular Season,401836796-401836796112,2,shooting,home
2,8:37,2025-12-13,401836796,,1,MIN,2,4066436,De'Anthony Melton,X-M,Regular Season,401836796-401836796217,2,shooting,home
2,5:45,2025-12-13,401836796,,2,MIN,2,3975,Stephen Curry,M-M,Regular Season,401836796-401836796272,2,shooting,home
3,1:44,2025-12-13,401836796,,2,MIN,2,3975,Stephen Curry,M-X-M,Regular Season,401836796-401836796331,3,shooting,home
1,3:28,2025-12-13,401836796,substitution,0,MIN,3,4432171,Moses Moody,X,Regular Season,401836796-401836796472,1,and-one,home
2,3:24,2025-12-13,401836796,,2,MIN,3,4593016,Quinten Post,M-M,Regular Season,401836796-401836796478,2,shooting,home
2,1:29,2025-12-13,401836796,,2,MIN,3,6430,Jimmy Butler III,M-M,Regular Season,401836796-401836796499,2,shooting,home
2,3:53,2025-12-13,401836796,,2,MIN,4,4066436,De'Anthony Melton,M-M,Regular Season,401836796-401836796645,2,shooting,home
2,3:27,2025-12-13,401836796,,2,MIN,4,4066436,De'Anthony Melton,M-M,Regular Season,401836796-401836796660,2,shooting,home
2,2:41,2025-12-13,401836796,,1,MIN,4,6430,Jimmy Butler III,X-M,Regular Season,401836796-401836796672,2,shooting,home
2,1:37,2025-12-13,401836796,,1,MIN,4,3975,Stephen Curry,M-X,Regular Season,401836796-401836796687,2,shooting,home
2,7:41,2025-12-15,401836802,,2,POR,1,6430,Jimmy Butler III,M-M,Regular Season,401836802-40183680267,2,shooting,away
2,6:37,2025-12-15,401836802,,2,POR,1,6589,Draymond Green,M-M,Regular Season,401836802-40183680286,2,shooting,away
2,9:24,2025-12-15,401836802,,2,POR,2,3975,Stephen Curry,M-M,Regular Season,401836802-401836802213,2,shooting,away
2,7:46,2025-12-15,401836802,,1,POR,2,4997536,Gui Santos,X-M,Regular Season,401836802-401836802238,2,shooting,away
2,5:53,2025-12-15,401836802,,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401836802-401836802272,2,shooting,away
1,5:10,2025-12-15,401836802,substitution,0,POR,2,4431684,Trayce Jackson-Davis,X,Regular Season,401836802-401836802294,1,and-one,away
2,3:11,2025-12-15,401836802,timeout;substitution,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401836802-401836802326,2,shooting,away
2,2:10,2025-12-15,401836802,,1,POR,2,4709138,Brandin Podziemski,M-X,Regular Season,401836802-401836802336,2,shooting,away
2,10.5,2025-12-15,401836802,,2,POR,2,6430,Jimmy Butler III,M-M,Regular Season,401836802-401836802362,2,shooting,away
1,2:19,2025-12-15,401836802,,1,POR,3,6430,Jimmy Butler III,M,Regular Season,401836802-401836802525,1,technical,away
2,1:47,2025-12-15,401836802,,1,POR,3,6430,Jimmy Butler III,X-M,Regular Season,401836802-401836802545,2,technical,away
2,10:43,2025-12-15,401836802,,2,POR,4,3975,Stephen Curry,M-M,Regular Season,401836802-401836802583,2,shooting,away
1,4:55,2025-12-15,401836802,substitution,1,POR,4,4431684,Trayce Jackson-Davis,M,Regular Season,401836802-401836802662,1,and-one,away
1,10:24,2025-12-19,401810233,,1,PHX,1,6430,Jimmy Butler III,M,Regular Season,401810233-40181023327,1,and-one,away
2,9:27,2025-12-19,401810233,,1,PHX,1,4593016,Quinten Post,X-M,Regular Season,401810233-40181023342,2,shooting,away
1,2:56,2025-12-19,401810233,substitution,1,PHX,1,6430,Jimmy Butler III,M,Regular Season,401810233-401810233151,1,and-one,away
2,47.7,2025-12-19,401810233,,1,PHX,1,6430,Jimmy Butler III,M-X,Regular Season,401810233-401810233172,2,shooting,away
2,4.7,2025-12-19,401810233,,2,PHX,1,6430,Jimmy Butler III,M-M,Regular Season,401810233-401810233181,2,shooting,away
1,5:28,2025-12-19,401810233,,1,PHX,2,6430,Jimmy Butler III,M,Regular Season,401810233-401810233293,1,technical,away
3,10:33,2025-12-19,401810233,,3,PHX,3,3975,Stephen Curry,M-M-M,Regular Season,401810233-401810233401,3,shooting,away
2,2:11,2025-12-19,401810233,,2,PHX,4,6430,Jimmy Butler III,M-M,Regular Season,401810233-401810233751,2,shooting,away
2,38.3,2025-12-19,401810233,,2,PHX,4,3975,Stephen Curry,M-M,Regular Season,401810233-401810233774,2,flagrant,away
2,21.7,2025-12-19,401810233,,2,PHX,4,3975,Stephen Curry,M-M,Regular Season,401810233-401810233787,2,flagrant,away
1,4:37,2025-12-21,401810247,substitution,0,PHX,1,4431684,Trayce Jackson-Davis,X,Regular Season,401810247-401810247108,1,and-one,home
2,1:43,2025-12-21,401810247,timeout;substitution,2,PHX,1,6430,Jimmy Butler III,M-M,Regular Season,401810247-401810247144,2,shooting,home
2,8.5,2025-12-21,401810247,,1,PHX,1,4709138,Brandin Podziemski,X-M,Regular Season,401810247-401810247165,2,shooting,home
1,10:39,2025-12-21,401810247,,1,PHX,2,3975,Stephen Curry,M,Regular Season,401810247-401810247216,1,technical,home
2,4:44,2025-12-21,401810247,,1,PHX,2,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810247-401810247302,2,shooting,home
3,3:36,2025-12-21,401810247,,2,PHX,2,3975,Stephen Curry,X-M-M,Regular Season,401810247-401810247322,3,shooting,home
1,2:21,2025-12-21,401810247,,1,PHX,2,3975,Stephen Curry,M,Regular Season,401810247-401810247342,1,technical,home
2,22.2,2025-12-21,401810247,,2,PHX,2,4897262,Will Richard,M-M,Regular Season,401810247-401810247372,2,shooting,home
3,0.4,2025-12-21,401810247,,2,PHX,2,4066436,De'Anthony Melton,M-M-X,Regular Season,401810247-401810247386,3,shooting,home
2,1:07,2025-12-21,401810247,,2,PHX,3,4897262,Will Richard,M-M,Regular Season,401810247-401810247556,2,shooting,home
2,54.9,2025-12-21,401810247,,1,PHX,3,4592714,Pat Spencer,X-M,Regular Season,401810247-401810247562,2,shooting,home
1,54.6,2025-12-21,401810247,substitution,1,PHX,4,6430,Jimmy Butler III,M,Regular Season,401810247-401810247755,1,and-one,home
2,12.1,2025-12-21,401810247,,2,PHX,4,3975,Stephen Curry,M-M,Regular Season,401810247-401810247770,2,shooting,home
2,4:45,2025-12-23,401810262,,2,ORL,1,3975,Stephen Curry,M-M,Regular Season,401810262-40181026289,2,shooting,home
1,3:58,2025-12-23,401810262,substitution,1,ORL,1,6430,Jimmy Butler III,M,Regular Season,401810262-401810262106,1,and-one,home
1,8:54,2025-12-23,401810262,,1,ORL,2,6589,Draymond Green,M,Regular Season,401810262-401810262221,1,and-one,home
2,6:34,2025-12-23,401810262,,2,ORL,2,6430,Jimmy Butler III,M-M,Regular Season,401810262-401810262271,2,shooting,home
2,4:59,2025-12-23,401810262,,1,ORL,2,6430,Jimmy Butler III,M-X,Regular Season,401810262-401810262290,2,shooting,home
2,4:21,2025-12-23,401810262,,2,ORL,2,4066436,De'Anthony Melton,M-M,Regular Season,401810262-401810262299,2,shooting,home
2,3:02,2025-12-23,401810262,,2,ORL,2,6430,Jimmy Butler III,M-M,Regular Season,401810262-401810262329,2,shooting,home
2,2:08,2025-12-23,401810262,,1,ORL,2,4709138,Brandin Podziemski,M-X,Regular Season,401810262-401810262340,2,shooting,home
2,1:38,2025-12-23,401810262,,0,ORL,2,6589,Draymond Green,X-X,Regular Season,401810262-401810262349,2,shooting,home
1,1:16,2025-12-23,401810262,,1,ORL,2,4432171,Moses Moody,M,Regular Season,401810262-401810262359,1,and-one,home
2,5:35,2025-12-23,401810262,,1,ORL,3,3134903,Gary Payton II,X-M,Regular Season,401810262-401810262442,2,shooting,home
2,4:36,2025-12-23,401810262,,0,ORL,3,3134903,Gary Payton II,X-X,Regular Season,401810262-401810262465,2,shooting,home
1,9:57,2025-12-23,401810262,,1,ORL,4,4709138,Brandin Podziemski,M,Regular Season,401810262-401810262579,1,and-one,home
2,14.0,2025-12-23,401810262,,2,ORL,4,4592714,Pat Spencer,M-M,Regular Season,401810262-401810262731,2,shooting,home
2,10:50,2025-12-25,401809240,,2,DAL,1,6589,Draymond Green,M-M,Regular Season,401809240-40180924020,2,shooting,home
3,8:20,2025-12-25,401809240,,3,DAL,1,3975,Stephen Curry,M-M-M,Regular Season,401809240-40180924053,3,shooting,home
2,7:20,2025-12-25,401809240,,2,DAL,1,6430,Jimmy Butler III,M-M,Regular Season,401809240-40180924070,2,shooting,home
2,4:17,2025-12-25,401809240,,2,DAL,1,3975,Stephen Curry,M-M,Regular Season,401809240-401809240135,2,shooting,home
2,2:20,2025-12-25,401809240,timeout;review/challenge,1,DAL,1,6430,Jimmy Butler III,M-X,Regular Season,401809240-401809240169,2,shooting,home
2,7:05,2025-12-25,401809240,,2,DAL,2,4432171,Moses Moody,M-M,Regular Season,401809240-401809240268,2,shooting,home
2,6:47,2025-12-25,401809240,,2,DAL,3,3975,Stephen Curry,M-M,Regular Season,401809240-401809240430,2,shooting,home
2,3:26,2025-12-25,401809240,,2,DAL,3,4709138,Brandin Podziemski,M-M,Regular Season,401809240-401809240471,2,shooting,home
1,4.1,2025-12-25,401809240,substitution,0,DAL,3,4066436,De'Anthony Melton,X,Regular Season,401809240-401809240525,1,and-one,home
2,8:21,2025-12-25,401809240,,2,DAL,4,3975,Stephen Curry,M-M,Regular Season,401809240-401809240597,2,shooting,home
2,6:26,2025-12-25,401809240,,2,DAL,4,4709138,Brandin Podziemski,M-M,Regular Season,401809240-401809240638,2,shooting,home
2,4:37,2025-12-25,401809240,,2,DAL,4,4066436,De'Anthony Melton,M-M,Regular Season,401809240-401809240664,2,shooting,home
2,1:18,2025-12-25,401809240,,2,DAL,4,4066436,De'Anthony Melton,M-M,Regular Season,401809240-401809240706,2,shooting,home
1,10:50,2025-12-28,401810296,,1,TOR,1,3975,Stephen Curry,M,Regular Season,401810296-40181029619,1,and-one,away
2,8:50,2025-12-28,401810296,,2,TOR,1,4593016,Quinten Post,M-M,Regular Season,401810296-40181029639,2,shooting,away
2,37.1,2025-12-28,401810296,,2,TOR,1,6430,Jimmy Butler III,M-M,Regular Season,401810296-401810296155,2,shooting,away
2,0.6,2025-12-28,401810296,,2,TOR,1,6430,Jimmy Butler III,M-M,Regular Season,401810296-401810296163,2,shooting,away
1,10:39,2025-12-28,401810296,,0,TOR,2,6589,Draymond Green,X,Regular Season,401810296-401810296198,1,and-one,away
2,7:27,2025-12-28,401810296,,2,TOR,2,3975,Stephen Curry,M-M,Regular Season,401810296-401810296237,2,shooting,away
2,6:51,2025-12-28,401810296,,2,TOR,2,3975,Stephen Curry,M-M,Regular Season,401810296-401810296250,2,shooting,away
1,5:59,2025-12-28,401810296,timeout;substitution,1,TOR,2,4709138,Brandin Podziemski,M,Regular Season,401810296-401810296277,1,and-one,away
1,10:52,2025-12-28,401810296,,1,TOR,3,3975,Stephen Curry,M,Regular Season,401810296-401810296390,1,and-one,away
1,10:22,2025-12-28,401810296,,1,TOR,3,6430,Jimmy Butler III,M,Regular Season,401810296-401810296397,1,and-one,away
2,8:23,2025-12-28,401810296,,2,TOR,3,6430,Jimmy Butler III,M-M,Regular Season,401810296-401810296418,2,shooting,away
1,6:22,2025-12-28,401810296,,1,TOR,3,3975,Stephen Curry,M,Regular Season,401810296-401810296452,1,and-one,away
3,5:56,2025-12-28,401810296,,3,TOR,3,3975,Stephen Curry,M-M-M,Regular Season,401810296-401810296458,3,shooting,away
2,2:45,2025-12-28,401810296,,2,TOR,3,4897262,Will Richard,M-M,Regular Season,401810296-401810296504,2,shooting,away
1,11:44,2025-12-28,401810296,,1,TOR,4,3975,Stephen Curry,M,Regular Season,401810296-401810296564,1,and-one,away
2,8:44,2025-12-28,401810296,,1,TOR,4,6589,Draymond Green,M-X,Regular Season,401810296-401810296612,2,shooting,away
2,4:12,2025-12-28,401810296,review/challenge,1,TOR,4,4897262,Will Richard,M-X,Regular Season,401810296-401810296676,2,shooting,away
2,10:31,2025-12-30,401810304,,2,BKN,1,6430,Jimmy Butler III,M-M,Regular Season,401810304-40181030415,2,shooting,away
2,1:42,2025-12-30,401810304,,2,BKN,1,6430,Jimmy Butler III,M-M,Regular Season,401810304-401810304147,2,shooting,away
2,48.4,2025-12-30,401810304,,1,BKN,1,4431684,Trayce Jackson-Davis,X-M,Regular Season,401810304-401810304158,2,shooting,away
2,5.0,2025-12-30,401810304,,2,BKN,1,6430,Jimmy Butler III,M-M,Regular Season,401810304-401810304167,2,shooting,away
2,11:07,2025-12-30,401810304,,2,BKN,2,3975,Stephen Curry,M-M,Regular Season,401810304-401810304203,2,shooting,away
2,7:32,2025-12-30,401810304,,1,BKN,2,3134903,Gary Payton II,M-X,Regular Season,401810304-401810304250,2,shooting,away
2,1:10,2025-12-30,401810304,,2,BKN,2,4066436,De'Anthony Melton,M-M,Regular Season,401810304-401810304332,2,shooting,away
2,10:30,2025-12-30,401810304,,1,BKN,3,4432171,Moses Moody,X-M,Regular Season,401810304-401810304382,2,shooting,away
2,8:53,2025-12-30,401810304,,2,BKN,3,6589,Draymond Green,M-M,Regular Season,401810304-401810304408,2,shooting,away
2,5:51,2025-12-30,401810304,substitution,2,BKN,3,3975,Stephen Curry,M-M,Regular Season,401810304-401810304462,2,technical,away
2,2:49,2025-12-30,401810304,timeout;substitution,2,BKN,3,6430,Jimmy Butler III,M-M,Regular Season,401810304-401810304500,2,shooting,away
1,1:44,2025-12-30,401810304,,0,BKN,3,6430,Jimmy Butler III,X,Regular Season,401810304-401810304510,1,technical,away
2,1:04,2025-12-30,401810304,,2,BKN,3,6430,Jimmy Butler III,M-M,Regular Season,401810304-401810304521,2,technical,away
1,34.0,2025-12-30,401810304,,1,BKN,3,6430,Jimmy Butler III,M,Regular Season,401810304-401810304530,1,and-one,away
2,8:23,2025-12-30,401810304,,1,BKN,4,6589,Draymond Green,X-M,Regular Season,401810304-401810304599,2,shooting,away
1,2:13,2025-12-30,401810304,,1,BKN,4,3975,Stephen Curry,M,Regular Season,401810304-401810304683,1,and-one,away
2,1:30,2025-12-30,401810304,,2,BKN,4,6589,Draymond Green,M-M,Regular Season,401810304-401810304688,2,shooting,away
2,46.8,2025-12-30,401810304,,1,BKN,4,3975,Stephen Curry,M-X,Regular Season,401810304-401810304707,2,shooting,away
1,8.3,2025-12-30,401810304,,1,BKN,4,4897262,Will Richard,M,Regular Season,401810304-401810304716,1,and-one,away
2,7:03,2025-12-31,401810317,,1,CHA,1,6430,Jimmy Butler III,M-X,Regular Season,401810317-40181031759,2,shooting,away
