attempts,clock,date,game_id,interruptions,makes,opponent,period,player_id,player_name,result_sequence,segment,trip_id,trip_length,trip_type,venue
3,0.9,2026-02-10,401810623,,2,MEM,2,4432171,Moses Moody,X-M-M,Regular Season,401810623-401810623357,3,shooting,home
3,10:57,2026-02-10,401810623,,3,MEM,3,4432171,Moses Moody,M-M-M,Regular Season,401810623-401810623385,3,shooting,home
3,28.3,2026-02-10,401810623,,3,MEM,3,4432171,Moses Moody,M-M-M,Regular Season,401810623-401810623535,3,shooting,home
2,8:13,2026-02-12,401810643,,1,SA,1,4997536,Gui Santos,X-M,Regular Season,401810643-40181064339,2,shooting,home
1,8:35,2026-02-12,401810643,,1,SA,2,4709138,Brandin Podziemski,M,Regular Season,401810643-401810643232,1,and-one,home
2,5:45,2026-02-12,401810643,,2,SA,2,6589,Draymond Green,M-M,Regular Season,401810643-401810643286,2,shooting,home
2,5:12,2026-02-12,401810643,,2,SA,2,4432171,Moses Moody,M-M,Regular Season,401810643-401810643293,2,shooting,home
2,2:42,2026-02-12,401810643,,2,SA,2,4709138,Brandin Podziemski,M-M,Regular Season,401810643-401810643333,2,shooting,home
1,10:02,2026-02-12,401810643,,1,SA,3,6589,Draymond Green,M,Regular Season,401810643-401810643427,1,and-one,home
2,9:30,2026-02-12,401810643,,1,SA,3,4592714,Pat Spencer,X-M,Regular Season,401810643-401810643437,2,shooting,home
2,2:16,2026-02-12,401810643,,1,SA,3,4593016,Quinten Post,X-M,Regular Season,401810643-401810643535,2,shooting,home
2,5:28,2026-02-12,401810643,,2,SA,4,4709138,Brandin Podziemski,M-M,Regular Season,401810643-401810643669,2,shooting,home
1,3:04,2026-02-12,401810643,timeout,0,SA,4,6589,Draymond Green,X,Regular Season,401810643-401810643712,1,and-one,home
2,6:58,2026-02-20,401810654,,2,BOS,2,4897262,Will Richard,M-M,Regular Season,401810654-401810654232,2,shooting,home
2,4:08,2026-02-20,401810654,,0,BOS,3,4432171,Moses Moody,X-X,Regular Season,401810654-401810654446,2,shooting,home
1,10:02,2026-02-20,401810654,,0,BOS,4,4066436,De'Anthony Melton,X,Regular Season,401810654-401810654535,1,and-one,home
3,1:36,2026-02-20,401810654,,2,BOS,4,4066436,De'Anthony Melton,M-X-M,Regular Season,401810654-401810654626,3,shooting,home
2,1:58,2026-02-22,401810675,,2,DEN,1,4897262,Will Richard,M-M,Regular Season,401810675-401810675159,2,shooting,home
2,10:09,2026-02-22,401810675,,2,DEN,2,4066436,De'Anthony Melton,M-M,Regular Season,401810675-401810675210,2,shooting,home
2,1:54,2026-02-22,401810675,,1,DEN,2,4997536,Gui Santos,M-X,Regular Season,401810675-401810675328,2,shooting,home
2,4.8,2026-02-22,401810675,,2,DEN,2,4066436,De'Anthony Melton,M-M,Regular Season,401810675-401810675359,2,shooting,home
1,6:14,2026-02-22,401810675,,1,DEN,3,4432171,Moses Moody,M,Regular Season,401810675-401810675451,1,technical,home
2,4:18,2026-02-22,401810675,,2,DEN,3,4997536,Gui Santos,M-M,Regular Season,401810675-401810675492,2,shooting,home
1,11:07,2026-02-22,401810675,,1,DEN,4,4709138,Brandin Podziemski,M,Regular Season,401810675-401810675588,1,and-one,home
1,46.4,2026-02-25,401810693,,0,NO,1,4432171,Moses Moody,X,Regular Season,401810693-401810693156,1,technical,away
2,8:06,2026-02-25,401810693,,2,NO,2,4432171,Moses Moody,M-M,Regular Season,401810693-401810693226,2,shooting,away
2,6:20,2026-02-25,401810693,review/challenge;substitution,1,NO,2,4709138,Brandin Podziemski,M-X,Regular Season,401810693-401810693270,2,shooting,away
2,9:47,2026-02-25,401810693,,2,NO,3,4066436,De'Anthony Melton,M-M,Regular Season,401810693-401810693398,2,shooting,away
2,8:45,2026-02-25,401810693,,2,NO,3,4066436,De'Anthony Melton,M-M,Regular Season,401810693-401810693409,2,shooting,away
3,6:22,2026-02-25,401810693,,2,NO,3,4432171,Moses Moody,M-M-X,Regular Season,401810693-401810693454,3,shooting,away
2,4:27,2026-02-25,401810693,,2,NO,4,4997536,Gui Santos,M-M,Regular Season,401810693-401810693700,2,shooting,away
1,4:10,2026-02-25,401810693,substitution,0,NO,4,4066436,De'Anthony Melton,X,Regular Season,401810693-401810693715,1,and-one,away
2,3:56,2026-02-25,401810693,,2,NO,4,4066436,De'Anthony Melton,M-M,Regular Season,401810693-401810693720,2,shooting,away
2,2:55,2026-02-25,401810693,,2,NO,4,4432171,Moses Moody,M-M,Regular Season,401810693-401810693732,2,shooting,away
2,1:40,2026-02-25,401810693,,2,NO,4,4066436,De'Anthony Melton,M-M,Regular Season,401810693-401810693748,2,shooting,away
2,1:23,2026-02-25,401810693,,1,NO,4,4066436,De'Anthony Melton,X-M,Regular Season,401810693-401810693758,2,shooting,away
1,5:02,2026-02-26,401810699,substitution,1,MEM,1,4997536,Gui Santos,M,Regular Season,401810699-40181069999,1,technical,away
2,9:14,2026-02-26,401810699,timeout;substitution,2,MEM,2,4709138,Brandin Podziemski,M-M,Regular Season,401810699-401810699221,2,shooting,away
1,7:08,2026-02-26,401810699,substitution,1,MEM,2,4897262,Will Richard,M,Regular Season,401810699-401810699253,1,and-one,away
1,6:13,2026-02-26,401810699,substitution,0,MEM,2,4593016,Quinten Post,X,Regular Season,401810699-401810699271,1,and-one,away
2,4:11,2026-02-26,401810699,,2,MEM,2,4593016,Quinten Post,M-M,Regular Season,401810699-401810699310,2,shooting,away
3,31.4,2026-02-26,401810699,,3,MEM,2,4432171,Moses Moody,M-M-M,Regular Season,401810699-401810699359,3,shooting,away
2,1:51,2026-02-26,401810699,,2,MEM,3,4997536,Gui Santos,M-M,Regular Season,401810699-401810699492,2,shooting,away
2,1:00,2026-02-26,401810699,,2,MEM,3,4897449,Malevy Leons,M-M,Regular Season,401810699-401810699523,2,shooting,away
2,10:32,2026-02-26,401810699,,2,MEM,4,4709138,Brandin Podziemski,M-M,Regular Season,401810699-401810699555,2,shooting,away
1,7:53,2026-02-26,401810699,,1,MEM,4,4997536,Gui Santos,M,Regular Season,401810699-401810699598,1,and-one,away
2,2:36,2026-02-26,401810699,,0,MEM,4,4897449,Malevy Leons,X-X,Regular Season,401810699-401810699689,2,shooting,away
2,7:10,2026-03-01,401810721,,2,LAL,2,4066436,De'Anthony Melton,M-M,Regular Season,401810721-401810721226,2,shooting,home
3,5:50,2026-03-01,401810721,,2,LAL,2,4592714,Pat Spencer,M-M-X,Regular Season,401810721-401810721248,3,shooting,home
2,4:20,2026-03-01,401810721,,2,LAL,2,3213,Al Horford,M-M,Regular Season,401810721-401810721269,2,shooting,home
2,9:52,2026-03-01,401810721,,1,LAL,3,4709138,Brandin Podziemski,M-X,Regular Season,401810721-401810721352,2,shooting,home
2,4:48,2026-03-03,401810737,,1,LAC,1,6589,Draymond Green,M-X,Regular Season,401810737-40181073787,2,shooting,home
2,3:45,2026-03-03,401810737,,2,LAC,1,4397821,Nate Williams,M-M,Regular Season,401810737-401810737109,2,shooting,home
1,2:18,2026-03-03,401810737,,1,LAC,1,4709138,Brandin Podziemski,M,Regular Season,401810737-401810737135,1,and-one,home
1,11:45,2026-03-03,401810737,,0,LAC,3,3213,Al Horford,X,Regular Season,401810737-401810737343,1,and-one,home
2,9:57,2026-03-03,401810737,,2,LAC,3,3213,Al Horford,M-M,Regular Season,401810737-401810737363,2,shooting,home
2,6:31,2026-03-03,401810737,timeout;substitution,2,LAC,3,4397821,Nate Williams,M-M,Regular Season,401810737-401810737412,2,shooting,home
2,5:53,2026-03-03,401810737,,2,LAC,3,4592714,Pat Spencer,M-M,Regular Season,401810737-401810737418,2,shooting,home
2,5:45,2026-03-03,401810737,,1,LAC,3,4397821,Nate Williams,X-M,Regular Season,401810737-401810737423,2,shooting,home
2,1:15,2026-03-03,401810737,,1,LAC,3,3213,Al Horford,M-X,Regular Season,401810737-401810737500,2,shooting,home
1,52.7,2026-03-03,401810737,,0,LAC,3,4709138,Brandin Podziemski,X,Regular Season,401810737-401810737510,1,and-one,home
1,10:17,2026-03-06,401810757,,1,HOU,1,4066436,De'Anthony Melton,M,Regular Season,401810757-40181075722,1,and-one,away
2,10:04,2026-03-06,401810757,,2,HOU,2,4593016,Quinten Post,M-M,Regular Season,401810757-401810757160,2,shooting,away
1,5:26,2026-03-06,401810757,,1,HOU,2,4997536,Gui Santos,M,Regular Season,401810757-401810757226,1,and-one,away
2,4:54,2026-03-06,401810757,review/challenge,1,HOU,2,4997536,Gui Santos,M-X,Regular Season,401810757-401810757234,2,clear-path,away
2,1:18,2026-03-06,401810757,,2,HOU,2,4592714,Pat Spencer,M-M,Regular Season,401810757-401810757286,2,shooting,away
1,30.7,2026-03-06,401810757,substitution,0,HOU,2,4997536,Gui Santos,X,Regular Season,401810757-401810757304,1,and-one,away
1,10:58,2026-03-06,401810757,,0,HOU,4,4066436,De'Anthony Melton,X,Regular Season,401810757-401810757492,1,and-one,away
2,5:12,2026-03-06,401810757,,1,HOU,4,4593016,Quinten Post,M-X,Regular Season,401810757-401810757582,2,shooting,away
1,3:39,2026-03-06,401810757,,1,HOU,4,6589,Draymond Green,M,Regular Season,401810757-401810757610,1,and-one,away
2,2:38,2026-03-06,401810757,,2,HOU,4,4709138,Brandin Podziemski,M-M,Regular Season,401810757-401810757619,2,shooting,away
1,1:15,2026-03-08,401810775,,1,OKC,1,4997536,Gui Santos,M,Regular Season,401810775-401810775158,1,and-one,away
2,9:58,2026-03-08,401810775,,1,OKC,2,3102531,Kristaps Porzingis,M-X,Regular Season,401810775-401810775204,2,shooting,away
2,9:21,2026-03-08,401810775,,1,OKC,2,3102531,Kristaps Porzingis,X-M,Regular Season,401810775-401810775216,2,shooting,away
2,2:32,2026-03-08,401810775,,1,OKC,2,4997536,Gui Santos,X-M,Regular Season,401810775-401810775303,2,shooting,away
2,1:44,2026-03-08,401810775,,1,OKC,2,3102531,Kristaps Porzingis,X-M,Regular Season,401810775-401810775318,2,shooting,away
2,5:48,2026-03-08,401810775,,2,OKC,3,4709138,Brandin Podziemski,M-M,Regular Season,401810775-401810775408,2,shooting,away
2,5:19,2026-03-08,401810775,,2,OKC,3,4997536,Gui Santos,M-M,Regular Season,401810775-401810775427,2,shooting,away
2,2:08,2026-03-08,401810775,,0,OKC,3,3134903,Gary Payton II,X-X,Regular Season,401810775-401810775483,2,shooting,away
2,57.7,2026-03-08,401810775,,2,OKC,3,4397821,Nate Williams,M-M,Regular Season,401810775-401810775499,2,shooting,away
1,2:02,2026-03-08,401810775,substitution,0,OKC,4,4997536,Gui Santos,X,Regular Season,401810775-401810775662,1,and-one,away
2,8:26,2026-03-10,401810789,,2,UTAH,1,4066436,De'Anthony Melton,M-M,Regular Season,401810789-40181078947,2,shooting,away
3,6:10,2026-03-10,401810789,,3,UTAH,2,2326307,Seth Curry,M-M-M,Regular Season,401810789-401810789251,3,shooting,away
1,7:02,2026-03-10,401810789,substitution,1,UTAH,3,4397821,Nate Williams,M,Regular Season,401810789-401810789395,1,and-one,away
2,2:10,2026-03-10,401810789,,1,UTAH,3,4997536,Gui Santos,M-X,Regular Season,401810789-401810789490,2,shooting,away
2,10:53,2026-03-10,401810789,,0,UTAH,4,4709138,Brandin Podziemski,X-X,Regular Season,401810789-401810789532,2,shooting,away
2,8:10,2026-03-10,401810789,,2,UTAH,4,3134903,Gary Payton II,M-M,Regular Season,401810789-401810789576,2,shooting,away
2,4:48,2026-03-10,401810789,,1,UTAH,4,4997536,Gui Santos,M-X,Regular Season,401810789-401810789619,2,shooting,away
1,3:18,2026-03-10,401810789,,1,UTAH,4,4066436,De'Anthony Melton,M,Regular Season,401810789-401810789646,1,and-one,away
2,2:25,2026-03-10,401810789,,0,UTAH,4,4709138,Brandin Podziemski,X-X,Regular Season,401810789-401810789656,2,shooting,away
2,1:57,2026-03-10,401810789,,2,UTAH,4,4066436,De'Anthony Melton,M-M,Regular Season,401810789-401810789665,2,shooting,away
2,1:26,2026-03-10,401810789,,1,UTAH,4,6589,Draymond Green,M-X,Regular Season,401810789-401810789677,2,shooting,away
2,11:47,2026-03-11,401810798,,2,CHI,1,4709138,Brandin Podziemski,M-M,Regular Season,401810798-4018107989,2,shooting,home
2,5:07,2026-03-11,401810798,,2,CHI,1,3102531,Kristaps Porzingis,M-M,Regular Season,401810798-40181079890,2,technical,home
1,6:57,2026-03-11,401810798,substitution,0,CHI,2,4592714,Pat Spencer,X,Regular Season,401810798-401810798256,1,and-one,home
2,6:01,2026-03-11,401810798,,2,CHI,2,3134903,Gary Payton II,M-M,Regular Season,401810798-401810798274,2,shooting,home
1,5:21,2026-03-11,401810798,substitution,1,CHI,3,4433149,LJ Cryer,M,Regular Season,401810798-401810798465,1,and-one,home
1,4:52,2026-03-11,401810798,,1,CHI,3,3102531,Kristaps Porzingis,M,Regular Season,401810798-401810798475,1,and-one,home
1,10:25,2026-03-11,401810798,,1,CHI,4,4897262,Will Richard,M,Regular Season,401810798-401810798582,1,and-one,home
2,9:33,2026-03-11,401810798,,2,CHI,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810798-401810798593,2,shooting,home
2,6:31,2026-03-11,401810798,,2,CHI,4,4433149,LJ Cryer,M-M,Regular Season,401810798-401810798646,2,shooting,home
2,9.6,2026-03-11,401810798,,2,CHI,4,4433149,LJ Cryer,M-M,Regular Season,401810798-401810798725,2,transition-take,home
2,7.9,2026-03-11,401810798,,1,CHI,4,4433149,LJ Cryer,X-M,Regular Season,401810798-401810798749,2,transition-take,home
2,8:55,2026-03-14,401810821,,2,MIN,1,4997536,Gui Santos,M-M,Regular Season,401810821-40181082141,2,shooting,home
2,6:26,2026-03-14,401810821,,2,MIN,1,4066436,De'Anthony Melton,M-M,Regular Season,401810821-40181082173,2,shooting,home
2,3:03,2026-03-14,401810821,,2,MIN,1,3134903,Gary Payton II,M-M,Regular Season,401810821-401810821127,2,shooting,home
2,1:37,2026-03-14,401810821,,2,MIN,2,4593016,Quinten Post,M-M,Regular Season,401810821-401810821323,2,shooting,home
2,9:28,2026-03-14,401810821,,2,MIN,3,4709138,Brandin Podziemski,M-M,Regular Season,401810821-401810821388,2,shooting,home
2,1:34,2026-03-14,401810821,,2,MIN,3,4897449,Malevy Leons,M-M,Regular Season,401810821-401810821488,2,shooting,home
2,53.9,2026-03-14,401810821,,2,MIN,3,4433149,LJ Cryer,M-M,Regular Season,401810821-401810821506,2,shooting,home
2,23.5,2026-03-14,401810821,,2,MIN,3,3102531,Kristaps Porzingis,M-M,Regular Season,401810821-401810821515,2,shooting,home
2,9:48,2026-03-14,401810821,,2,MIN,4,3134903,Gary Payton II,M-M,Regular Season,401810821-401810821555,2,shooting,home
2,7:10,2026-03-14,401810821,,2,MIN,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810821-401810821598,2,shooting,home
2,6:13,2026-03-14,401810821,,1,MIN,4,4709138,Brandin Podziemski,X-M,Regular Season,401810821-401810821613,2,shooting,home
1,2:13,2026-03-14,401810821,,1,MIN,4,4709138,Brandin Podziemski,M,Regular Season,401810821-401810821675,1,and-one,home
2,59.7,2026-03-14,401810821,,2,MIN,4,4433149,LJ Cryer,M-M,Regular Season,401810821-401810821693,2,shooting,home
3,10:13,2026-03-16,401810836,,1,NY,1,4709138,Brandin Podziemski,X-M-X,Regular Season,401810836-40181083623,3,shooting,away
3,8:43,2026-03-16,401810836,,3,NY,1,4709138,Brandin Podziemski,M-M-M,Regular Season,401810836-40181083638,3,shooting,away
2,2:57,2026-03-16,401810836,timeout;substitution,2,NY,1,4592714,Pat Spencer,M-M,Regular Season,401810836-401810836128,2,shooting,away
2,2:24,2026-03-16,401810836,,2,NY,1,4709138,Brandin Podziemski,M-M,Regular Season,401810836-401810836138,2,shooting,away
1,6:39,2026-03-16,401810836,substitution,1,NY,3,4709138,Brandin Podziemski,M,Regular Season,401810836-401810836424,1,and-one,away
2,6:57,2026-03-16,401810836,,2,NY,4,4997536,Gui Santos,M-M,Regular Season,401810836-401810836594,2,shooting,away
2,3:33,2026-03-16,401810836,,2,NY,4,4997536,Gui Santos,M-M,Regular Season,401810836-401810836640,2,shooting,away
2,4:45,2026-03-16,401810839,,2,WSH,1,3102531,Kristaps Porzingis,M-M,Regular Season,401810839-401810839107,2,shooting,away
1,2:44,2026-03-16,401810839,,1,WSH,1,3102531,Kristaps Porzingis,M,Regular Season,401810839-401810839144,1,technical,away
2,2:44,2026-03-16,401810839,,1,WSH,1,4709138,Brandin Podziemski,X-M,Regular Season,401810839-401810839145,2,technical,away
1,9:01,2026-03-16,401810839,,1,WSH,2,4066436,De'Anthony Melton,M,Regular Season,401810839-401810839232,1,technical,away
1,2:11,2026-03-16,401810839,substitution,1,WSH,2,3134903,Gary Payton II,M,Regular Season,401810839-401810839333,1,and-one,away
2,1:14,2026-03-16,401810839,,1,WSH,2,3102531,Kristaps Porzingis,M-X,Regular Season,401810839-401810839347,2,shooting,away
2,21.5,2026-03-16,401810839,,2,WSH,2,3074213,Omer Yurtseven,M-M,Regular Season,401810839-401810839368,2,shooting,away
2,6:28,2026-03-16,401810839,,2,WSH,3,3102531,Kristaps Porzingis,M-M,Regular Season,401810839-401810839465,2,shooting,away
1,5:10,2026-03-16,401810839,,1,WSH,3,3102531,Kristaps Porzingis,M,Regular Season,401810839-401810839487,1,technical,away
2,9:40,2026-03-16,401810839,,2,WSH,4,4066436,De'Anthony Melton,M-M,Regular Season,401810839-401810839605,2,shooting,away
2,8:47,2026-03-16,401810839,,2,WSH,4,4592714,Pat Spencer,M-M,Regular Season,401810839-401810839627,2,shooting,away
2,6:05,2026-03-16,401810839,,2,WSH,4,4709138,Brandin Podziemski,M-M,Regular Season,401810839-401810839663,2,shooting,away
2,3:48,2026-03-16,401810839,,0,WSH,4,3134903,Gary Payton II,X-X,Regular Season,401810839-401810839685,2,shooting,away
2,3:14,2026-03-16,401810839,,2,WSH,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810839-401810839697,2,shooting,away
2,2:44,2026-03-16,401810839,,2,WSH,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810839-401810839705,2,shooting,away
2,2:07,2026-03-16,401810839,,2,WSH,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810839-401810839715,2,shooting,away
2,11:19,2026-03-18,401810854,,0,BOS,1,3102531,Kristaps Porzingis,X-X,Regular Season,401810854-40181085417,2,shooting,away
2,10:02,2026-03-18,401810854,,2,BOS,2,4709138,Brandin Podziemski,M-M,Regular Season,401810854-401810854181,2,shooting,away
2,7:20,2026-03-18,401810854,,1,BOS,2,4709138,Brandin Podziemski,M-X,Regular Season,401810854-401810854226,2,shooting,away
1,3:47,2026-03-18,401810854,substitution,1,BOS,2,4997536,Gui Santos,M,Regular Season,401810854-401810854295,1,and-one,away
2,10:38,2026-03-18,401810854,,1,BOS,3,4709138,Brandin Podziemski,X-M,Regular Season,401810854-401810854359,2,shooting,away
2,8:13,2026-03-18,401810854,,2,BOS,3,4709138,Brandin Podziemski,M-M,Regular Season,401810854-401810854397,2,shooting,away
2,5:49,2026-03-18,401810854,,2,BOS,3,4997536,Gui Santos,M-M,Regular Season,401810854-401810854423,2,shooting,away
2,3:59,2026-03-18,401810854,,1,BOS,3,4593016,Quinten Post,X-M,Regular Season,401810854-401810854453,2,shooting,away
2,2:51,2026-03-18,401810854,timeout;substitution,1,BOS,3,4709138,Brandin Podziemski,M-X,Regular Season,401810854-401810854471,2,shooting,away
2,38.3,2026-03-18,401810854,,1,BOS,3,3102531,Kristaps Porzingis,M-X,Regular Season,401810854-401810854500,2,shooting,away
1,1:40,2026-03-18,401810854,,1,BOS,4,4897262,Will Richard,M,Regular Season,401810854-401810854682,1,and-one,away
2,1:16,2026-03-18,401810854,,2,BOS,4,4397821,Nate Williams,M-M,Regular Season,401810854-401810854687,2,shooting,away
2,53.4,2026-03-18,401810854,,2,BOS,4,4592714,Pat Spencer,M-M,Regular Season,401810854-401810854694,2,shooting,away
2,11:20,2026-03-20,401810872,,2,DET,1,4066436,De'Anthony Melton,M-M,Regular Season,401810872-40181087211,2,shooting,away
2,1:39,2026-03-20,401810872,,2,DET,1,3102531,Kristaps Porzingis,M-M,Regular Season,401810872-401810872154,2,shooting,away
2,54.1,2026-03-20,401810872,,2,DET,1,4709138,Brandin Podziemski,M-M,Regular Season,401810872-401810872163,2,shooting,away
1,16.2,2026-03-20,401810872,,0,DET,1,4066436,De'Anthony Melton,X,Regular Season,401810872-401810872176,1,technical,away
1,12:00,2026-03-20,401810872,,1,DET,2,4433149,LJ Cryer,M,Regular Season,401810872-401810872198,1,technical,away
2,4:34,2026-03-20,401810872,,1,DET,2,4709138,Brandin Podziemski,X-M,Regular Season,401810872-401810872293,2,shooting,away
2,5:03,2026-03-20,401810872,,0,DET,3,3074213,Omer Yurtseven,X-X,Regular Season,401810872-401810872450,2,shooting,away
2,4:07,2026-03-20,401810872,,2,DET,3,4997536,Gui Santos,M-M,Regular Season,401810872-401810872478,2,shooting,away
2,2:15,2026-03-20,401810872,,2,DET,3,4897262,Will Richard,M-M,Regular Season,401810872-401810872505,2,shooting,away
2,10:45,2026-03-20,401810872,,0,DET,4,3074213,Omer Yurtseven,X-X,Regular Season,401810872-401810872567,2,shooting,away
2,8:58,2026-03-20,401810872,,2,DET,4,3074213,Omer Yurtseven,M-M,Regular Season,401810872-401810872601,2,shooting,away
2,5:39,2026-03-20,401810872,,2,DET,4,4709138,Brandin Podziemski,M-M,Regular Season,401810872-401810872662,2,shooting,away
2,4:36,2026-03-20,401810872,,2,DET,4,4997536,Gui Santos,M-M,Regular Season,401810872-401810872679,2,shooting,away
2,1:39,2026-03-20,401810872,,1,DET,4,3134903,Gary Payton II,M-X,Regular Season,401810872-401810872720,2,shooting,away
2,5:25,2026-03-22,401810881,,1,ATL,1,4997536,Gui Santos,X-M,Regular Season,401810881-40181088179,2,shooting,away
1,3:48,2026-03-22,401810881,,1,ATL,1,4709138,Brandin Podziemski,M,Regular Season,401810881-401810881115,1,and-one,away
2,21.3,2026-03-22,401810881,,1,ATL,1,4997536,Gui Santos,M-X,Regular Season,401810881-401810881170,2,shooting,away
2,34.1,2026-03-22,401810881,,2,ATL,2,6589,Draymond Green,M-M,Regular Season,401810881-401810881331,2,shooting,away
2,6.9,2026-03-22,401810881,,2,ATL,2,4066436,De'Anthony Melton,M-M,Regular Season,401810881-401810881338,2,shooting,away
2,8:41,2026-03-22,401810881,,1,ATL,3,6589,Draymond Green,M-X,Regular Season,401810881-401810881398,2,shooting,away
2,1:37,2026-03-22,401810881,,2,ATL,3,3074213,Omer Yurtseven,M-M,Regular Season,401810881-401810881500,2,shooting,away
2,28.2,2026-03-22,401810881,,1,ATL,3,4397821,Nate Williams,M-X,Regular Season,401810881-401810881516,2,shooting,away
2,11:40,2026-03-22,401810881,,2,ATL,4,4066436,De'Anthony Melton,M-M,Regular Season,401810881-401810881546,2,shooting,away
2,4:46,2026-03-24,401810899,,2,DAL,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810899-401810899280,2,shooting,away
2,2:25,2026-03-24,401810899,,2,DAL,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810899-401810899329,2,shooting,away
2,2:10,2026-03-24,401810899,,2,DAL,2,4432171,Moses Moody,M-M,Regular Season,401810899-401810899335,2,shooting,away
2,6:56,2026-03-24,401810899,timeout,1,DAL,3,4997536,Gui Santos,X-M,Regular Season,401810899-401810899447,2,shooting,away
1,58.8,2026-03-24,401810899,substitution,1,DAL,3,3102531,Kristaps Porzingis,M,Regular Season,401810899-401810899538,1,and-one,away
1,11:48,2026-03-24,401810899,,1,DAL,4,4997536,Gui Santos,M,Regular Season,401810899-401810899563,1,and-one,away
1,11:03,2026-03-24,401810899,,1,DAL,4,4997536,Gui Santos,M,Regular Season,401810899-401810899579,1,and-one,away
1,5:17,2026-03-24,401810899,substitution,0,DAL,4,3134903,Gary Payton II,X,Regular Season,401810899-401810899666,1,and-one,away
2,2:23,2026-03-24,401810899,,1,DAL,4,4432171,Moses Moody,X-M,Regular Season,401810899-401810899716,2,shooting,away
2,1:32,2026-03-24,401810899,,1,DAL,4,3102531,Kristaps Porzingis,X-M,Regular Season,401810899-401810899733,2,shooting,away
2,4:41,2026-03-24,401810899,,2,DAL,5,4709138,Brandin Podziemski,M-M,Regular Season,401810899-401810899775,2,shooting,away
2,3:47,2026-03-24,401810899,substitution,2,DAL,5,4997536,Gui Santos,M-M,Regular Season,401810899-401810899791,2,shooting,away
2,1:26,2026-03-24,401810899,,1,DAL,5,4997536,Gui Santos,X-M,Regular Season,401810899-401810899817,2,shooting,away
2,7.1,2026-03-24,401810899,,1,DAL,5,6589,Draymond Green,X-M,Regular Season,401810899-401810899841,2,transition-take,away
2,6:55,2026-03-26,401810915,timeout;substitution,2,BKN,1,4066436,De'Anthony Melton,M-M,Regular Season,401810915-40181091567,2,shooting,home
1,2:23,2026-03-26,401810915,,1,BKN,1,4997536,Gui Santos,M,Regular Season,401810915-401810915139,1,and-one,home
2,1:19,2026-03-26,401810915,,1,BKN,1,4997536,Gui Santos,X-M,Regular Season,401810915-401810915154,2,shooting,home
2,5:21,2026-03-26,401810915,,2,BKN,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810915-401810915297,2,shooting,home
2,4:32,2026-03-26,401810915,,2,BKN,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810915-401810915306,2,shooting,home
2,2:34,2026-03-26,401810915,,2,BKN,2,4709138,Brandin Podziemski,M-M,Regular Season,401810915-401810915335,2,shooting,home
2,2:09,2026-03-26,401810915,,1,BKN,2,4997536,Gui Santos,X-M,Regular Season,401810915-401810915347,2,shooting,home
2,1:20,2026-03-26,401810915,,2,BKN,2,3102531,Kristaps Porzingis,M-M,Regular Season,401810915-401810915364,2,shooting,home
2,36.1,2026-03-26,401810915,,0,BKN,2,6589,Draymond Green,X-X,Regular Season,401810915-401810915376,2,shooting,home
2,5.0,2026-03-26,401810915,timeout;review/challenge;substitution,1,BKN,2,3102531,Kristaps Porzingis,X-M,Regular Season,401810915-401810915390,2,shooting,home
1,6:36,2026-03-26,401810915,substitution,1,BKN,3,4709138,Brandin Podziemski,M,Regular Season,401810915-401810915475,1,and-one,home
2,4:41,2026-03-26,401810915,,2,BKN,3,4997536,Gui Santos,M-M,Regular Season,401810915-401810915508,2,shooting,home
2,3:40,2026-03-26,401810915,,1,BKN,3,3074213,Omer Yurtseven,X-M,Regular Season,401810915-401810915528,2,shooting,home
1,11:43,2026-03-26,401810915,,0,BKN,4,4997536,Gui Santos,X,Regular Season,401810915-401810915596,1,and-one,home
1,10:32,2026-03-26,401810915,,1,BKN,4,4709138,Brandin Podziemski,M,Regular Season,401810915-401810915607,1,and-one,home
2,9:57,2026-03-26,401810915,,2,BKN,4,4709138,Brandin Podziemski,M-M,Regular Season,401810915-401810915612,2,shooting,home
2,5:45,2026-03-26,401810915,,2,BKN,4,4709138,Brandin Podziemski,M-M,Regular Season,401810915-401810915669,2,shooting,home
2,55.0,2026-03-26,401810915,substitution,2,BKN,4,3102531,Kristaps Porzingis,M-M,Regular Season,401810915-401810915724,2,shooting,home
2,24.5,2026-03-26,401810915,,1,BKN,4,4066436,De'Anthony Melton,X-M,Regular Season,401810915-401810915730,2,shooting,home
2,6.9,2026-03-26,401810915,,2,BKN,4,6589,Draymond Green,M-M,Regular Season,401810915-401810915741,2,transition-take,home
1,9:19,2026-03-28,401810928,review/challenge,0,WSH,1,3102531,Kristaps Porzingis,X,Regular Season,401810928-40181092839,1,away-from-play,home
2,4:35,2026-03-28,401810928,,1,WSH,1,3134903,Gary Payton II,X-M,Regular Season,401810928-401810928117,2,shooting,home
2,29.1,2026-03-28,401810928,substitution,2,WSH,1,4997536,Gui Santos,M-M,Regular Season,401810928-401810928168,2,shooting,home
